"frame_id","page","frame_name","route","purpose","viewport","persona","state","source_requirements","interaction_notes","accessibility_notes","responsive_notes","backend_dependencies"
"QF-0104","20 — Research","Filing Workspace · desktop-1440","#/filing-workspace","Filing Workspace research experience with explicit evidence and failure boundaries.","desktop-1440","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Stable dense workspace with sticky context and bounded panels.","Research, evidence, event, or asset-intelligence service as declared by the route contract."
"QF-0105","20 — Research","Filing Workspace · mobile-390","#/filing-workspace","Filing Workspace research experience with explicit evidence and failure boundaries.","mobile-390","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Prioritised stack, filter sheet, touch-safe controls, persistent truth metadata.","Research, evidence, event, or asset-intelligence service as declared by the route contract."
"QF-0106","20 — Research","Event Calendar · desktop-1440","#/event-calendar","Event Calendar research experience with explicit evidence and failure boundaries.","desktop-1440","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Stable dense workspace with sticky context and bounded panels.","Research, evidence, event, or asset-intelligence service as declared by the route contract."
"QF-0107","20 — Research","Event Calendar · mobile-390","#/event-calendar","Event Calendar research experience with explicit evidence and failure boundaries.","mobile-390","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Prioritised stack, filter sheet, touch-safe controls, persistent truth metadata.","Research, evidence, event, or asset-intelligence service as declared by the route contract."
"QF-0108","18 — Asset intelligence","Comparison Lab · desktop-1440","#/comparison-lab","Comparison Lab analytical experience with explicit evidence and failure boundaries.","desktop-1440","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Stable dense workspace with sticky context and bounded panels.","Research, evidence, event, or asset-intelligence service as declared by the route contract."
"QF-0109","18 — Asset intelligence","Comparison Lab · mobile-390","#/comparison-lab","Comparison Lab analytical experience with explicit evidence and failure boundaries.","mobile-390","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Prioritised stack, filter sheet, touch-safe controls, persistent truth metadata.","Research, evidence, event, or asset-intelligence service as declared by the route contract."
"QF-0110","17 — Market discovery","Market Overview · desktop-1440","#/market","Market Overview analytical experience with explicit evidence and failure boundaries.","desktop-1440","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Stable dense workspace with sticky context and bounded panels.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0111","17 — Market discovery","Market Overview · mobile-390","#/market","Market Overview analytical experience with explicit evidence and failure boundaries.","mobile-390","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Prioritised stack, filter sheet, touch-safe controls, persistent truth metadata.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0112","17 — Market discovery","Legacy Rankings · desktop-1440","#/rankings","Legacy Rankings analytical experience with explicit evidence and failure boundaries.","desktop-1440","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Stable dense workspace with sticky context and bounded panels.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0113","17 — Market discovery","Legacy Rankings · mobile-390","#/rankings","Legacy Rankings analytical experience with explicit evidence and failure boundaries.","mobile-390","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Prioritised stack, filter sheet, touch-safe controls, persistent truth metadata.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0114","18 — Asset intelligence","Asset Dossier · desktop-1440","#/asset","Asset Dossier analytical experience with explicit evidence and failure boundaries.","desktop-1440","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Stable dense workspace with sticky context and bounded panels.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0115","18 — Asset intelligence","Asset Dossier · mobile-390","#/asset","Asset Dossier analytical experience with explicit evidence and failure boundaries.","mobile-390","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Prioritised stack, filter sheet, touch-safe controls, persistent truth metadata.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0116","21 — Portfolio","Watchlists · desktop-1440","#/watchlist","Watchlists analytical experience with explicit evidence and failure boundaries.","desktop-1440","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Stable dense workspace with sticky context and bounded panels.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0117","21 — Portfolio","Watchlists · mobile-390","#/watchlist","Watchlists analytical experience with explicit evidence and failure boundaries.","mobile-390","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Prioritised stack, filter sheet, touch-safe controls, persistent truth metadata.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0118","21 — Portfolio","Alert Rules · desktop-1440","#/alert-center","Alert Rules analytical experience with explicit evidence and failure boundaries.","desktop-1440","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Stable dense workspace with sticky context and bounded panels.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0119","21 — Portfolio","Alert Rules · mobile-390","#/alert-center","Alert Rules analytical experience with explicit evidence and failure boundaries.","mobile-390","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Prioritised stack, filter sheet, touch-safe controls, persistent truth metadata.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0120","21 — Portfolio","Notifications · desktop-1440","#/notification-center","Notifications analytical experience with explicit evidence and failure boundaries.","desktop-1440","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Stable dense workspace with sticky context and bounded panels.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0121","21 — Portfolio","Notifications · mobile-390","#/notification-center","Notifications analytical experience with explicit evidence and failure boundaries.","mobile-390","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Prioritised stack, filter sheet, touch-safe controls, persistent truth metadata.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0122","17 — Market discovery","Screener Lab · desktop-1440","#/screener-lab","Screener Lab analytical experience with explicit evidence and failure boundaries.","desktop-1440","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Stable dense workspace with sticky context and bounded panels.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0123","17 — Market discovery","Screener Lab · mobile-390","#/screener-lab","Screener Lab analytical experience with explicit evidence and failure boundaries.","mobile-390","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Prioritised stack, filter sheet, touch-safe controls, persistent truth metadata.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0124","21 — Portfolio","Portfolio Analytics · desktop-1440","#/portfolio-analytics","Portfolio Analytics analytical experience with explicit evidence and failure boundaries.","desktop-1440","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Stable dense workspace with sticky context and bounded panels.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0125","21 — Portfolio","Portfolio Analytics · mobile-390","#/portfolio-analytics","Portfolio Analytics analytical experience with explicit evidence and failure boundaries.","mobile-390","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Prioritised stack, filter sheet, touch-safe controls, persistent truth metadata.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0126","20 — Research","Research Workspace · desktop-1440","#/research-workspace","Research Workspace research experience with explicit evidence and failure boundaries.","desktop-1440","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Stable dense workspace with sticky context and bounded panels.","Research, evidence, event, or asset-intelligence service as declared by the route contract."
"QF-0127","20 — Research","Research Workspace · mobile-390","#/research-workspace","Research Workspace research experience with explicit evidence and failure boundaries.","mobile-390","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Prioritised stack, filter sheet, touch-safe controls, persistent truth metadata.","Research, evidence, event, or asset-intelligence service as declared by the route contract."
"QF-0128","22 — Operations","Guided Onboarding · desktop-1440","#/onboarding","Guided Onboarding analytical experience with explicit evidence and failure boundaries.","desktop-1440","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Stable dense workspace with sticky context and bounded panels.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0129","22 — Operations","Guided Onboarding · mobile-390","#/onboarding","Guided Onboarding analytical experience with explicit evidence and failure boundaries.","mobile-390","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Prioritised stack, filter sheet, touch-safe controls, persistent truth metadata.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0130","22 — Operations","Notification Schedules · desktop-1440","#/notification-schedules","Notification Schedules analytical experience with explicit evidence and failure boundaries.","desktop-1440","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Stable dense workspace with sticky context and bounded panels.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0131","22 — Operations","Notification Schedules · mobile-390","#/notification-schedules","Notification Schedules analytical experience with explicit evidence and failure boundaries.","mobile-390","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Prioritised stack, filter sheet, touch-safe controls, persistent truth metadata.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0132","17 — Market discovery","Formula Screener · desktop-1440","#/formula-screener","Formula Screener analytical experience with explicit evidence and failure boundaries.","desktop-1440","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Stable dense workspace with sticky context and bounded panels.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0133","17 — Market discovery","Formula Screener · mobile-390","#/formula-screener","Formula Screener analytical experience with explicit evidence and failure boundaries.","mobile-390","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Prioritised stack, filter sheet, touch-safe controls, persistent truth metadata.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0134","21 — Portfolio","Portfolio Attribution · desktop-1440","#/portfolio-attribution","Portfolio Attribution analytical experience with explicit evidence and failure boundaries.","desktop-1440","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Stable dense workspace with sticky context and bounded panels.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0135","21 — Portfolio","Portfolio Attribution · mobile-390","#/portfolio-attribution","Portfolio Attribution analytical experience with explicit evidence and failure boundaries.","mobile-390","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Prioritised stack, filter sheet, touch-safe controls, persistent truth metadata.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0136","22 — Operations","Import Center · desktop-1440","#/import-center","Import Center analytical experience with explicit evidence and failure boundaries.","desktop-1440","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Stable dense workspace with sticky context and bounded panels.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0137","22 — Operations","Import Center · mobile-390","#/import-center","Import Center analytical experience with explicit evidence and failure boundaries.","mobile-390","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Prioritised stack, filter sheet, touch-safe controls, persistent truth metadata.","Workspace, portfolio, screener, alert, notification, import, or research service."
"QF-0138","20 — Research","Research History · desktop-1440","#/research-history","Research History research experience with explicit evidence and failure boundaries.","desktop-1440","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Stable dense workspace with sticky context and bounded panels.","Research, evidence, event, or asset-intelligence service as declared by the route contract."
"QF-0139","20 — Research","Research History · mobile-390","#/research-history","Research History research experience with explicit evidence and failure boundaries.","mobile-390","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Prioritised stack, filter sheet, touch-safe controls, persistent truth metadata.","Research, evidence, event, or asset-intelligence service as declared by the route contract."
"QF-0140","22 — Operations","Migration Center · desktop-1440","#/migration-center","Migration Center operational experience with explicit evidence and failure boundaries.","desktop-1440","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Stable dense workspace with sticky context and bounded panels.","Identity, storage, scanner, worker, observability, delivery, or readiness services."
"QF-0141","22 — Operations","Migration Center · mobile-390","#/migration-center","Migration Center operational experience with explicit evidence and failure boundaries.","mobile-390","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Prioritised stack, filter sheet, touch-safe controls, persistent truth metadata.","Identity, storage, scanner, worker, observability, delivery, or readiness services."
"QF-0142","14 — Persona system","Theme Laboratory · desktop-1440","#/theme-lab","Theme Laboratory operational experience with explicit evidence and failure boundaries.","desktop-1440","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Stable dense workspace with sticky context and bounded panels.","Layout preference service; visual fallback remains local."
"QF-0143","14 — Persona system","Theme Laboratory · mobile-390","#/theme-lab","Theme Laboratory operational experience with explicit evidence and failure boundaries.","mobile-390","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Prioritised stack, filter sheet, touch-safe controls, persistent truth metadata.","Layout preference service; visual fallback remains local."
"QF-0144","22 — Operations","Identity & Access · desktop-1440","#/identity-access","Identity & Access operational experience with explicit evidence and failure boundaries.","desktop-1440","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Stable dense workspace with sticky context and bounded panels.","Identity, storage, scanner, worker, observability, delivery, or readiness services."
"QF-0145","22 — Operations","Identity & Access · mobile-390","#/identity-access","Identity & Access operational experience with explicit evidence and failure boundaries.","mobile-390","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Prioritised stack, filter sheet, touch-safe controls, persistent truth metadata.","Identity, storage, scanner, worker, observability, delivery, or readiness services."
"QF-0146","22 — Operations","Provider Runtime · desktop-1440","#/data-mesh","Provider Runtime operational experience with explicit evidence and failure boundaries.","desktop-1440","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Stable dense workspace with sticky context and bounded panels.","Provider runtime, instrument, timeseries, stream, and entitlement services."
"QF-0147","22 — Operations","Provider Runtime · mobile-390","#/data-mesh","Provider Runtime operational experience with explicit evidence and failure boundaries.","mobile-390","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Prioritised stack, filter sheet, touch-safe controls, persistent truth metadata.","Provider runtime, instrument, timeseries, stream, and entitlement services."
"QF-0148","22 — Operations","Instrument Master · desktop-1440","#/instrument-master","Instrument Master operational experience with explicit evidence and failure boundaries.","desktop-1440","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Stable dense workspace with sticky context and bounded panels.","Provider runtime, instrument, timeseries, stream, and entitlement services."
"QF-0149","22 — Operations","Instrument Master · mobile-390","#/instrument-master","Instrument Master operational experience with explicit evidence and failure boundaries.","mobile-390","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Prioritised stack, filter sheet, touch-safe controls, persistent truth metadata.","Provider runtime, instrument, timeseries, stream, and entitlement services."
"QF-0150","12 — Charts and heatmaps","Time Series Lab · desktop-1440","#/timeseries-lab","Time Series Lab operational experience with explicit evidence and failure boundaries.","desktop-1440","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Stable dense workspace with sticky context and bounded panels.","Provider runtime, instrument, timeseries, stream, and entitlement services."
"QF-0151","12 — Charts and heatmaps","Time Series Lab · mobile-390","#/timeseries-lab","Time Series Lab operational experience with explicit evidence and failure boundaries.","mobile-390","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Prioritised stack, filter sheet, touch-safe controls, persistent truth metadata.","Provider runtime, instrument, timeseries, stream, and entitlement services."
"QF-0152","22 — Operations","Stream Operations · desktop-1440","#/stream-operations","Stream Operations operational experience with explicit evidence and failure boundaries.","desktop-1440","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Stable dense workspace with sticky context and bounded panels.","Provider runtime, instrument, timeseries, stream, and entitlement services."
"QF-0153","22 — Operations","Stream Operations · mobile-390","#/stream-operations","Stream Operations operational experience with explicit evidence and failure boundaries.","mobile-390","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Prioritised stack, filter sheet, touch-safe controls, persistent truth metadata.","Provider runtime, instrument, timeseries, stream, and entitlement services."
"QF-0154","22 — Operations","Observability Center · desktop-1440","#/observability","Observability Center operational experience with explicit evidence and failure boundaries.","desktop-1440","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Stable dense workspace with sticky context and bounded panels.","Identity, storage, scanner, worker, observability, delivery, or readiness services."
"QF-0155","22 — Operations","Observability Center · mobile-390","#/observability","Observability Center operational experience with explicit evidence and failure boundaries.","mobile-390","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Prioritised stack, filter sheet, touch-safe controls, persistent truth metadata.","Identity, storage, scanner, worker, observability, delivery, or readiness services."
"QF-0156","13 — Provenance components","Decision Provenance · desktop-1440","#/decision-provenance","Decision Provenance research experience with explicit evidence and failure boundaries.","desktop-1440","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Stable dense workspace with sticky context and bounded panels.","Evidence, audit, methodology, and provider-status services."
"QF-0157","13 — Provenance components","Decision Provenance · mobile-390","#/decision-provenance","Decision Provenance research experience with explicit evidence and failure boundaries.","mobile-390","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Prioritised stack, filter sheet, touch-safe controls, persistent truth metadata.","Evidence, audit, methodology, and provider-status services."
"QF-0158","23 — Trust and company","Security Evidence · desktop-1440","#/security-evidence","Security Evidence operational experience with explicit evidence and failure boundaries.","desktop-1440","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Stable dense workspace with sticky context and bounded panels.","Evidence, audit, methodology, and provider-status services."
"QF-0159","23 — Trust and company","Security Evidence · mobile-390","#/security-evidence","Security Evidence operational experience with explicit evidence and failure boundaries.","mobile-390","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Prioritised stack, filter sheet, touch-safe controls, persistent truth metadata.","Evidence, audit, methodology, and provider-status services."
"QF-0160","17 — Market discovery","Category Detail · desktop-1440","#/category-detail","Category Detail analytical experience with explicit evidence and failure boundaries.","desktop-1440","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Stable dense workspace with sticky context and bounded panels.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0161","17 — Market discovery","Category Detail · mobile-390","#/category-detail","Category Detail analytical experience with explicit evidence and failure boundaries.","mobile-390","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Prioritised stack, filter sheet, touch-safe controls, persistent truth metadata.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
"QF-0162","17 — Market discovery","Venue Detail · desktop-1440","#/venue-detail","Venue Detail analytical experience with explicit evidence and failure boundaries.","desktop-1440","Default / inherited","default","Canonical record; provider/source; observation and ingestion time; freshness; quality; confidence; fallback reason.","Keyboard, pointer, touch, command search, and progressive disclosure.","Landmarks, visible focus, non-color state encoding, accessible names, text alternative, 200% zoom.","Stable dense workspace with sticky context and bounded panels.","Market, discovery, instrument, timeseries, or provider service as declared by the route contract."
