feature_id,domain,capability,feature,priority,status,evidence,truth_boundary,test_evidence,acceptance_coverage,production_dependency
QF-0073,Public Discovery,Exchange Rankings,volume,P1,implemented-local-foundation,src/discovery/discovery-service.mjs#venues,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0074,Public Discovery,Exchange Rankings,liquidity,P1,implemented-local-foundation,src/discovery/discovery-service.mjs#venues,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0075,Public Discovery,Exchange Rankings,depth,P1,implemented-local-foundation,src/discovery/discovery-service.mjs#venues,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0076,Public Discovery,Exchange Rankings,reserves,P2,implemented-local-foundation,src/discovery/discovery-service.mjs#venues,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0077,Public Discovery,Exchange Rankings,trust,P2,implemented-local-foundation,src/discovery/discovery-service.mjs#venues,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0078,Public Discovery,Exchange Rankings,jurisdictions,P2,implemented-local-foundation,src/discovery/discovery-service.mjs#venues,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0079,Public Discovery,Exchange Rankings,incidents,P2,implemented-local-foundation,src/discovery/discovery-service.mjs#venues,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0080,Public Discovery,Exchange Detail,Venue identity,P0,implemented-local-foundation,src/discovery/discovery-service.mjs#venue; apps/web/public/assets/app.js#renderVenueDetail,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0081,Public Discovery,Exchange Detail,markets,P0,implemented-local-foundation,src/discovery/discovery-service.mjs#venue; apps/web/public/assets/app.js#renderVenueDetail,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0082,Public Discovery,Exchange Detail,volume history,P1,implemented-local-foundation,src/discovery/discovery-service.mjs#venue; apps/web/public/assets/app.js#renderVenueDetail,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0083,Public Discovery,Exchange Detail,liquidity,P1,implemented-local-foundation,src/discovery/discovery-service.mjs#venue; apps/web/public/assets/app.js#renderVenueDetail,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0084,Public Discovery,Exchange Detail,reserve proof,P1,implemented-local-foundation,src/discovery/discovery-service.mjs#venue; apps/web/public/assets/app.js#renderVenueDetail,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0085,Public Discovery,Exchange Detail,status,P2,implemented-local-foundation,src/discovery/discovery-service.mjs#venue; apps/web/public/assets/app.js#renderVenueDetail,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0086,Public Discovery,Exchange Detail,jurisdictions,P2,implemented-local-foundation,src/discovery/discovery-service.mjs#venue; apps/web/public/assets/app.js#renderVenueDetail,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0087,Public Discovery,Exchange Detail,fees,P2,implemented-local-foundation,src/discovery/discovery-service.mjs#venue; apps/web/public/assets/app.js#renderVenueDetail,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0088,Public Discovery,Exchange Detail,incidents,P2,implemented-local-foundation,src/discovery/discovery-service.mjs#venue; apps/web/public/assets/app.js#renderVenueDetail,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0089,Public Discovery,DEX Discovery,DEX trending/new/gainers/signals,P0,implemented-local-foundation,"src/discovery/discovery-service.mjs#dexPairs,dex","Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0090,Public Discovery,DEX Discovery,pair table,P0,implemented-local-foundation,"src/discovery/discovery-service.mjs#dexPairs,dex","Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0091,Public Discovery,DEX Discovery,liquidity,P1,implemented-local-foundation,"src/discovery/discovery-service.mjs#dexPairs,dex","Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0092,Public Discovery,DEX Discovery,age,P1,implemented-local-foundation,"src/discovery/discovery-service.mjs#dexPairs,dex","Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0093,Public Discovery,DEX Discovery,transactions,P1,implemented-local-foundation,"src/discovery/discovery-service.mjs#dexPairs,dex","Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0094,Public Discovery,DEX Discovery,holders,P2,implemented-local-foundation,"src/discovery/discovery-service.mjs#dexPairs,dex","Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0095,Public Discovery,DEX Discovery,security,P2,implemented-local-foundation,"src/discovery/discovery-service.mjs#dexPairs,dex","Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0096,Public Discovery,DEX Discovery,smart money,P2,implemented-local-foundation,"src/discovery/discovery-service.mjs#dexPairs,dex","Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0097,Public Discovery,DEX Pair Detail,Pair identity,P0,implemented-local-foundation,src/discovery/discovery-service.mjs#dexPair; apps/web/public/assets/app.js#renderDexDiscovery,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0098,Public Discovery,DEX Pair Detail,price,P0,implemented-local-foundation,src/discovery/discovery-service.mjs#dexPair; apps/web/public/assets/app.js#renderDexDiscovery,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0099,Public Discovery,DEX Pair Detail,liquidity,P1,implemented-local-foundation,src/discovery/discovery-service.mjs#dexPair; apps/web/public/assets/app.js#renderDexDiscovery,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0100,Public Discovery,DEX Pair Detail,FDV,P1,implemented-local-foundation,src/discovery/discovery-service.mjs#dexPair; apps/web/public/assets/app.js#renderDexDiscovery,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0101,Public Discovery,DEX Pair Detail,age,P1,implemented-local-foundation,src/discovery/discovery-service.mjs#dexPair; apps/web/public/assets/app.js#renderDexDiscovery,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0102,Public Discovery,DEX Pair Detail,transactions,P2,implemented-local-foundation,src/discovery/discovery-service.mjs#dexPair; apps/web/public/assets/app.js#renderDexDiscovery,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0103,Public Discovery,DEX Pair Detail,chart,P2,implemented-local-foundation,src/discovery/discovery-service.mjs#dexPair; apps/web/public/assets/app.js#renderDexDiscovery,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0104,Public Discovery,DEX Pair Detail,trades,P2,implemented-local-foundation,src/discovery/discovery-service.mjs#dexPair; apps/web/public/assets/app.js#renderDexDiscovery,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0105,Public Discovery,DEX Pair Detail,holders,P2,implemented-local-foundation,src/discovery/discovery-service.mjs#dexPair; apps/web/public/assets/app.js#renderDexDiscovery,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0106,Public Discovery,DEX Pair Detail,security,P2,implemented-local-foundation,src/discovery/discovery-service.mjs#dexPair; apps/web/public/assets/app.js#renderDexDiscovery,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0107,Public Discovery,DEX Pair Detail,smart money,P2,implemented-local-foundation,src/discovery/discovery-service.mjs#dexPair; apps/web/public/assets/app.js#renderDexDiscovery,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0108,Public Discovery,DEX Pair Detail,pools,P2,implemented-local-foundation,src/discovery/discovery-service.mjs#dexPair; apps/web/public/assets/app.js#renderDexDiscovery,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0109,Public Discovery,Global Charts,Global market-cap charts,P0,implemented-local-foundation,"src/discovery/discovery-service.mjs#globalCharts,charts; apps/web/public/assets/app.js#renderGlobalCharts","Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0110,Public Discovery,Global Charts,dominance,P0,implemented-local-foundation,"src/discovery/discovery-service.mjs#globalCharts,charts; apps/web/public/assets/app.js#renderGlobalCharts","Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0111,Public Discovery,Global Charts,ETF flows,P1,implemented-local-foundation,"src/discovery/discovery-service.mjs#globalCharts,charts; apps/web/public/assets/app.js#renderGlobalCharts","Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0112,Public Discovery,Global Charts,volatility,P1,implemented-local-foundation,"src/discovery/discovery-service.mjs#globalCharts,charts; apps/web/public/assets/app.js#renderGlobalCharts","Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0113,Public Discovery,Global Charts,open interest,P1,partial-local-contract,"src/discovery/discovery-service.mjs#globalCharts,charts; apps/web/public/assets/app.js#renderGlobalCharts",Specialized licensed/live historical data is absent; no fabricated zero substitution.,tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Parent route/domain is executable, but this specific metric or production depth is incomplete.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0114,Public Discovery,Global Charts,yield curves,P2,partial-local-contract,"src/discovery/discovery-service.mjs#globalCharts,charts; apps/web/public/assets/app.js#renderGlobalCharts",Specialized licensed/live historical data is absent; no fabricated zero substitution.,tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Parent route/domain is executable, but this specific metric or production depth is incomplete.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0115,Public Discovery,Global Charts,breadth,P2,implemented-local-foundation,"src/discovery/discovery-service.mjs#globalCharts,charts; apps/web/public/assets/app.js#renderGlobalCharts","Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0116,Public Discovery,Global Charts,gas,P2,partial-local-contract,"src/discovery/discovery-service.mjs#globalCharts,charts; apps/web/public/assets/app.js#renderGlobalCharts",Specialized licensed/live historical data is absent; no fabricated zero substitution.,tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Parent route/domain is executable, but this specific metric or production depth is incomplete.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0117,Public Discovery,Prediction Markets,Prediction market events,P0,implemented-local-foundation,src/discovery/discovery-service.mjs#predictionMarkets,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0118,Public Discovery,Prediction Markets,categories,P0,implemented-local-foundation,src/discovery/discovery-service.mjs#predictionMarkets,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0119,Public Discovery,Prediction Markets,probabilities,P1,implemented-local-foundation,src/discovery/discovery-service.mjs#predictionMarkets,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0120,Public Discovery,Prediction Markets,volume,P1,implemented-local-foundation,src/discovery/discovery-service.mjs#predictionMarkets,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0121,Public Discovery,Prediction Markets,liquidity,P1,implemented-local-foundation,src/discovery/discovery-service.mjs#predictionMarkets,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0122,Public Discovery,Prediction Markets,source venues,P2,implemented-local-foundation,src/discovery/discovery-service.mjs#predictionMarkets,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0123,Public Discovery,Prediction Markets,resolution rules,P2,implemented-local-foundation,src/discovery/discovery-service.mjs#predictionMarkets,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0124,Public Discovery,Prediction Markets,history,P2,partial-local-contract,src/discovery/discovery-service.mjs#predictionMarkets,Specialized licensed/live historical data is absent; no fabricated zero substitution.,tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Parent route/domain is executable, but this specific metric or production depth is incomplete.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0125,Public Discovery,Stocks Discovery,Listed-company discovery,P0,implemented-local-foundation,"src/discovery/discovery-service.mjs#discoveryAssets,rankings","Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0126,Public Discovery,Stocks Discovery,regions,P0,implemented-local-foundation,"src/discovery/discovery-service.mjs#discoveryAssets,rankings","Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0127,Public Discovery,Stocks Discovery,sectors,P1,implemented-local-foundation,"src/discovery/discovery-service.mjs#discoveryAssets,rankings","Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0128,Public Discovery,Stocks Discovery,valuation,P1,partial-local-contract,"src/discovery/discovery-service.mjs#discoveryAssets,rankings","Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Parent route/domain is executable, but this specific metric or production depth is incomplete.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0129,Public Discovery,Stocks Discovery,growth,P1,partial-local-contract,"src/discovery/discovery-service.mjs#discoveryAssets,rankings","Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Parent route/domain is executable, but this specific metric or production depth is incomplete.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0130,Public Discovery,Stocks Discovery,quality,P2,partial-local-contract,"src/discovery/discovery-service.mjs#discoveryAssets,rankings","Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Parent route/domain is executable, but this specific metric or production depth is incomplete.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0131,Public Discovery,Stocks Discovery,dividends,P2,partial-local-contract,"src/discovery/discovery-service.mjs#discoveryAssets,rankings","Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Parent route/domain is executable, but this specific metric or production depth is incomplete.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0132,Public Discovery,Stocks Discovery,estimates,P2,partial-local-contract,"src/discovery/discovery-service.mjs#discoveryAssets,rankings","Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Parent route/domain is executable, but this specific metric or production depth is incomplete.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0133,Public Discovery,Stocks Discovery,events,P2,partial-local-contract,"src/discovery/discovery-service.mjs#discoveryAssets,rankings","Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Parent route/domain is executable, but this specific metric or production depth is incomplete.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0134,Public Discovery,Universal Converter,Multi-asset converter,P0,implemented-local-foundation,src/discovery/discovery-service.mjs#converter; apps/web/public/assets/app.js#renderConverter,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0135,Public Discovery,Universal Converter,source selection,P0,partial-local-contract,src/discovery/discovery-service.mjs#converter; apps/web/public/assets/app.js#renderConverter,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Parent route/domain is executable, but this specific metric or production depth is incomplete.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0136,Public Discovery,Universal Converter,historical rates,P1,partial-local-contract,src/discovery/discovery-service.mjs#converter; apps/web/public/assets/app.js#renderConverter,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Parent route/domain is executable, but this specific metric or production depth is incomplete.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0137,Public Discovery,Universal Converter,fee/slippage simulation,P1,implemented-local-foundation,src/discovery/discovery-service.mjs#converter; apps/web/public/assets/app.js#renderConverter,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0138,Public Discovery,Universal Converter,units,P1,partial-local-contract,src/discovery/discovery-service.mjs#converter; apps/web/public/assets/app.js#renderConverter,"Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Parent route/domain is executable, but this specific metric or production depth is incomplete.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0139,Public Discovery,Universal Converter,favorites,P2,production-deferred,src/discovery/discovery-service.mjs#converter; apps/web/public/assets/app.js#renderConverter,"Personalization, favorites, alerts or reading lists require additional identity/product workflow implementation.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,Not represented as working production capability; explicit disabled/deferred boundary retained.,Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0140,Public Discovery,News Hub,News streams,P0,implemented-local-foundation,"src/discovery/discovery-service.mjs#newsItems,news; src/discovery/saved-discovery-store.mjs","Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0141,Public Discovery,News Hub,asset/topic filters,P0,implemented-local-foundation,"src/discovery/discovery-service.mjs#newsItems,news; src/discovery/saved-discovery-store.mjs","Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0142,Public Discovery,News Hub,source quality,P1,implemented-local-foundation,"src/discovery/discovery-service.mjs#newsItems,news; src/discovery/saved-discovery-store.mjs","Deterministic, delayed, cached or simulated local fixture only; external and licensed providers disabled.",tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Executable deterministic API/UI evidence with lineage, freshness and explicit fixture boundaries.",Qelly normalized market gateway; Provider registry; Quote aggregator
QF-0143,Public Discovery,News Hub,AI summaries,P1,partial-local-contract,"src/discovery/discovery-service.mjs#newsItems,news; src/discovery/saved-discovery-store.mjs",Human-authored deterministic summaries only; no AI-generated production summarization claim.,tests/wave5-discovery.test.mjs; tests/server.test.mjs,"Parent route/domain is executable, but this specific metric or production depth is incomplete.",Qelly normalized market gateway; Provider registry; Quote aggregator
