Feature ID,Domain,Capability,Status,Evidence,Truth Boundary,Production Gate
W7P20-088,Portfolio analytics,Asset-class exposure,implemented-local-foundation,src/portfolio/portfolio-service.mjs; apps/web/public/assets/routes/portfolio-analytics.mjs,"Deterministic local, tenant/user/workspace-scoped foundation; not proof of production scale, external delivery, brokerage connectivity or licensed data.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-089,Portfolio analytics,Sector exposure,implemented-local-foundation,src/portfolio/portfolio-service.mjs; apps/web/public/assets/routes/portfolio-analytics.mjs,"Deterministic local, tenant/user/workspace-scoped foundation; not proof of production scale, external delivery, brokerage connectivity or licensed data.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-090,Portfolio analytics,Concentration metrics,implemented-local-foundation,src/portfolio/portfolio-service.mjs; apps/web/public/assets/routes/portfolio-analytics.mjs,"Deterministic local, tenant/user/workspace-scoped foundation; not proof of production scale, external delivery, brokerage connectivity or licensed data.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-091,Portfolio analytics,Deterministic value-at-risk estimate,implemented-local-foundation,src/portfolio/portfolio-service.mjs; apps/web/public/assets/routes/portfolio-analytics.mjs,"Deterministic local, tenant/user/workspace-scoped foundation; not proof of production scale, external delivery, brokerage connectivity or licensed data.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-092,Portfolio analytics,Stress-scenario estimates,implemented-local-foundation,src/portfolio/portfolio-service.mjs; apps/web/public/assets/routes/portfolio-analytics.mjs,"Deterministic local, tenant/user/workspace-scoped foundation; not proof of production scale, external delivery, brokerage connectivity or licensed data.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-093,Portfolio analytics,Risk truth-boundary labels,implemented-local-foundation,src/portfolio/portfolio-service.mjs; apps/web/public/assets/routes/portfolio-analytics.mjs,"Deterministic local, tenant/user/workspace-scoped foundation; not proof of production scale, external delivery, brokerage connectivity or licensed data.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-094,Portfolio analytics,Responsive portfolio analytics workspace,implemented-local-foundation,src/portfolio/portfolio-service.mjs; apps/web/public/assets/routes/portfolio-analytics.mjs,"Deterministic local, tenant/user/workspace-scoped foundation; not proof of production scale, external delivery, brokerage connectivity or licensed data.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-095,Portfolio analytics,Non-tradable portfolio declaration,implemented-local-foundation,src/portfolio/portfolio-service.mjs; apps/web/public/assets/routes/portfolio-analytics.mjs,"Deterministic local, tenant/user/workspace-scoped foundation; not proof of production scale, external delivery, brokerage connectivity or licensed data.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-096,Portfolio analytics,Benchmark comparison contract,partial-local-contract,packages/contracts/workspace-portfolio-research.contract.json,"Runnable local contract or limited implementation; production-grade integration, scale, collaboration or delivery remains incomplete.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-097,Portfolio analytics,Performance attribution contract,partial-local-contract,packages/contracts/workspace-portfolio-research.contract.json,"Runnable local contract or limited implementation; production-grade integration, scale, collaboration or delivery remains incomplete.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-098,Portfolio analytics,Tax-lot contract,partial-local-contract,packages/contracts/workspace-portfolio-research.contract.json,"Runnable local contract or limited implementation; production-grade integration, scale, collaboration or delivery remains incomplete.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-099,Portfolio analytics,Multi-currency valuation contract,partial-local-contract,packages/contracts/workspace-portfolio-research.contract.json,"Runnable local contract or limited implementation; production-grade integration, scale, collaboration or delivery remains incomplete.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-100,Portfolio analytics,Portfolio import contract,partial-local-contract,packages/contracts/workspace-portfolio-research.contract.json,"Runnable local contract or limited implementation; production-grade integration, scale, collaboration or delivery remains incomplete.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-101,Portfolio analytics,Connected broker account reconciliation,production-deferred,packages/contracts/workspace-portfolio-research.contract.json,"Explicitly disabled or absent from the local release; requires external services, credentials, licensed data, regulated controls or distributed infrastructure.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-102,Portfolio analytics,Live balances and positions,production-deferred,packages/contracts/workspace-portfolio-research.contract.json,"Explicitly disabled or absent from the local release; requires external services, credentials, licensed data, regulated controls or distributed infrastructure.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-103,Portfolio analytics,Order execution,production-deferred,packages/contracts/workspace-portfolio-research.contract.json,"Explicitly disabled or absent from the local release; requires external services, credentials, licensed data, regulated controls or distributed infrastructure.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-104,Portfolio analytics,Transfers and withdrawals,production-deferred,packages/contracts/workspace-portfolio-research.contract.json,"Explicitly disabled or absent from the local release; requires external services, credentials, licensed data, regulated controls or distributed infrastructure.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-105,Research workspaces,List research workspaces,implemented-local-foundation,src/workspace/workspace-operations-store.mjs; apps/web/public/assets/routes/research-workspace.mjs,"Deterministic local, tenant/user/workspace-scoped foundation; not proof of production scale, external delivery, brokerage connectivity or licensed data.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-106,Research workspaces,Create research workspace,implemented-local-foundation,src/workspace/workspace-operations-store.mjs; apps/web/public/assets/routes/research-workspace.mjs,"Deterministic local, tenant/user/workspace-scoped foundation; not proof of production scale, external delivery, brokerage connectivity or licensed data.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-107,Research workspaces,Rename research workspace,implemented-local-foundation,src/workspace/workspace-operations-store.mjs; apps/web/public/assets/routes/research-workspace.mjs,"Deterministic local, tenant/user/workspace-scoped foundation; not proof of production scale, external delivery, brokerage connectivity or licensed data.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-108,Research workspaces,Delete research workspace,implemented-local-foundation,src/workspace/workspace-operations-store.mjs; apps/web/public/assets/routes/research-workspace.mjs,"Deterministic local, tenant/user/workspace-scoped foundation; not proof of production scale, external delivery, brokerage connectivity or licensed data.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-109,Research workspaces,Add mixed research item,implemented-local-foundation,src/workspace/workspace-operations-store.mjs; apps/web/public/assets/routes/research-workspace.mjs,"Deterministic local, tenant/user/workspace-scoped foundation; not proof of production scale, external delivery, brokerage connectivity or licensed data.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-110,Research workspaces,Asset item support,implemented-local-foundation,src/workspace/workspace-operations-store.mjs; apps/web/public/assets/routes/research-workspace.mjs,"Deterministic local, tenant/user/workspace-scoped foundation; not proof of production scale, external delivery, brokerage connectivity or licensed data.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-111,Research workspaces,Filing item support,implemented-local-foundation,src/workspace/workspace-operations-store.mjs; apps/web/public/assets/routes/research-workspace.mjs,"Deterministic local, tenant/user/workspace-scoped foundation; not proof of production scale, external delivery, brokerage connectivity or licensed data.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-112,Research workspaces,Research article item support,implemented-local-foundation,src/workspace/workspace-operations-store.mjs; apps/web/public/assets/routes/research-workspace.mjs,"Deterministic local, tenant/user/workspace-scoped foundation; not proof of production scale, external delivery, brokerage connectivity or licensed data.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-113,Research workspaces,Notes support,implemented-local-foundation,src/workspace/workspace-operations-store.mjs; apps/web/public/assets/routes/research-workspace.mjs,"Deterministic local, tenant/user/workspace-scoped foundation; not proof of production scale, external delivery, brokerage connectivity or licensed data.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-114,Research workspaces,Scoped workspace ownership,implemented-local-foundation,src/workspace/workspace-operations-store.mjs; apps/web/public/assets/routes/research-workspace.mjs,"Deterministic local, tenant/user/workspace-scoped foundation; not proof of production scale, external delivery, brokerage connectivity or licensed data.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-115,Research workspaces,Atomic workspace persistence,implemented-local-foundation,src/workspace/workspace-operations-store.mjs; apps/web/public/assets/routes/research-workspace.mjs,"Deterministic local, tenant/user/workspace-scoped foundation; not proof of production scale, external delivery, brokerage connectivity or licensed data.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-116,Research workspaces,Audited workspace mutations,implemented-local-foundation,src/workspace/workspace-operations-store.mjs; apps/web/public/assets/routes/research-workspace.mjs,"Deterministic local, tenant/user/workspace-scoped foundation; not proof of production scale, external delivery, brokerage connectivity or licensed data.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-117,Research workspaces,Runtime research schema validation,implemented-local-foundation,src/workspace/workspace-operations-store.mjs; apps/web/public/assets/routes/research-workspace.mjs,"Deterministic local, tenant/user/workspace-scoped foundation; not proof of production scale, external delivery, brokerage connectivity or licensed data.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-118,Research workspaces,Responsive research board,implemented-local-foundation,src/workspace/workspace-operations-store.mjs; apps/web/public/assets/routes/research-workspace.mjs,"Deterministic local, tenant/user/workspace-scoped foundation; not proof of production scale, external delivery, brokerage connectivity or licensed data.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-119,Research workspaces,Item reordering contract,partial-local-contract,packages/contracts/workspace-portfolio-research.contract.json,"Runnable local contract or limited implementation; production-grade integration, scale, collaboration or delivery remains incomplete.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-120,Research workspaces,Workspace version history contract,partial-local-contract,packages/contracts/workspace-portfolio-research.contract.json,"Runnable local contract or limited implementation; production-grade integration, scale, collaboration or delivery remains incomplete.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-121,Research workspaces,Workspace export contract,partial-local-contract,packages/contracts/workspace-portfolio-research.contract.json,"Runnable local contract or limited implementation; production-grade integration, scale, collaboration or delivery remains incomplete.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-122,Research workspaces,Comment and mention contract,partial-local-contract,packages/contracts/workspace-portfolio-research.contract.json,"Runnable local contract or limited implementation; production-grade integration, scale, collaboration or delivery remains incomplete.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-123,Research workspaces,Real-time collaboration service,production-deferred,packages/contracts/workspace-portfolio-research.contract.json,"Explicitly disabled or absent from the local release; requires external services, credentials, licensed data, regulated controls or distributed infrastructure.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-124,Research workspaces,Cloud document synchronization,production-deferred,packages/contracts/workspace-portfolio-research.contract.json,"Explicitly disabled or absent from the local release; requires external services, credentials, licensed data, regulated controls or distributed infrastructure.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-125,Platform and API,Central Part 20 route manifest,implemented-local-foundation,src/server/server.mjs; src/server/route-manifest.mjs; src/server/runtime.mjs,"Deterministic local, tenant/user/workspace-scoped foundation; not proof of production scale, external delivery, brokerage connectivity or licensed data.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-126,Platform and API,109 documented API route contracts,implemented-local-foundation,src/server/server.mjs; src/server/route-manifest.mjs; src/server/runtime.mjs,"Deterministic local, tenant/user/workspace-scoped foundation; not proof of production scale, external delivery, brokerage connectivity or licensed data.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-127,Platform and API,Runtime request schema enforcement for Part 20 mutations,implemented-local-foundation,src/server/server.mjs; src/server/route-manifest.mjs; src/server/runtime.mjs,"Deterministic local, tenant/user/workspace-scoped foundation; not proof of production scale, external delivery, brokerage connectivity or licensed data.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-128,Platform and API,CSRF protection on governed mutations,implemented-local-foundation,src/server/server.mjs; src/server/route-manifest.mjs; src/server/runtime.mjs,"Deterministic local, tenant/user/workspace-scoped foundation; not proof of production scale, external delivery, brokerage connectivity or licensed data.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-129,Platform and API,Authorization checks on governed mutations,implemented-local-foundation,src/server/server.mjs; src/server/route-manifest.mjs; src/server/runtime.mjs,"Deterministic local, tenant/user/workspace-scoped foundation; not proof of production scale, external delivery, brokerage connectivity or licensed data.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-130,Platform and API,Idempotency support on create operations,implemented-local-foundation,src/server/server.mjs; src/server/route-manifest.mjs; src/server/runtime.mjs,"Deterministic local, tenant/user/workspace-scoped foundation; not proof of production scale, external delivery, brokerage connectivity or licensed data.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-131,Platform and API,Atomic local JSON persistence,implemented-local-foundation,src/server/server.mjs; src/server/route-manifest.mjs; src/server/runtime.mjs,"Deterministic local, tenant/user/workspace-scoped foundation; not proof of production scale, external delivery, brokerage connectivity or licensed data.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-132,Platform and API,Cross-process local file locking,implemented-local-foundation,src/server/server.mjs; src/server/route-manifest.mjs; src/server/runtime.mjs,"Deterministic local, tenant/user/workspace-scoped foundation; not proof of production scale, external delivery, brokerage connectivity or licensed data.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-133,Platform and API,Audit-ledger integration,implemented-local-foundation,src/server/server.mjs; src/server/route-manifest.mjs; src/server/runtime.mjs,"Deterministic local, tenant/user/workspace-scoped foundation; not proof of production scale, external delivery, brokerage connectivity or licensed data.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-134,Platform and API,Explicit production safety gates,implemented-local-foundation,src/server/server.mjs; src/server/route-manifest.mjs; src/server/runtime.mjs,"Deterministic local, tenant/user/workspace-scoped foundation; not proof of production scale, external delivery, brokerage connectivity or licensed data.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-135,Platform and API,Development fixture identity isolation,implemented-local-foundation,src/server/server.mjs; src/server/route-manifest.mjs; src/server/runtime.mjs,"Deterministic local, tenant/user/workspace-scoped foundation; not proof of production scale, external delivery, brokerage connectivity or licensed data.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-136,Platform and API,Part 20 health and readiness metadata,implemented-local-foundation,src/server/server.mjs; src/server/route-manifest.mjs; src/server/runtime.mjs,"Deterministic local, tenant/user/workspace-scoped foundation; not proof of production scale, external delivery, brokerage connectivity or licensed data.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-137,Platform and API,Cursor pagination for all new collections,partial-local-contract,packages/contracts/workspace-portfolio-research.contract.json,"Runnable local contract or limited implementation; production-grade integration, scale, collaboration or delivery remains incomplete.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-138,Platform and API,OpenAPI generation contract,partial-local-contract,packages/contracts/workspace-portfolio-research.contract.json,"Runnable local contract or limited implementation; production-grade integration, scale, collaboration or delivery remains incomplete.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-139,Platform and API,Distributed idempotency contract,partial-local-contract,packages/contracts/workspace-portfolio-research.contract.json,"Runnable local contract or limited implementation; production-grade integration, scale, collaboration or delivery remains incomplete.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-140,Platform and API,Database repository contract,partial-local-contract,packages/contracts/workspace-portfolio-research.contract.json,"Runnable local contract or limited implementation; production-grade integration, scale, collaboration or delivery remains incomplete.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-141,Platform and API,Production database deployment,production-deferred,packages/contracts/workspace-portfolio-research.contract.json,"Explicitly disabled or absent from the local release; requires external services, credentials, licensed data, regulated controls or distributed infrastructure.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-142,Platform and API,Distributed job scheduler,production-deferred,packages/contracts/workspace-portfolio-research.contract.json,"Explicitly disabled or absent from the local release; requires external services, credentials, licensed data, regulated controls or distributed infrastructure.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-143,GitHub and delivery,GitHub Actions CI workflow,implemented-local-foundation,.github; Dockerfile; docker-compose.yml; docs/18_GITHUB_REPOSITORY_AND_DEPLOYMENT.md,"Deterministic local, tenant/user/workspace-scoped foundation; not proof of production scale, external delivery, brokerage connectivity or licensed data.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-144,GitHub and delivery,Container build workflow,implemented-local-foundation,.github; Dockerfile; docker-compose.yml; docs/18_GITHUB_REPOSITORY_AND_DEPLOYMENT.md,"Deterministic local, tenant/user/workspace-scoped foundation; not proof of production scale, external delivery, brokerage connectivity or licensed data.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-145,GitHub and delivery,Tagged release workflow,implemented-local-foundation,.github; Dockerfile; docker-compose.yml; docs/18_GITHUB_REPOSITORY_AND_DEPLOYMENT.md,"Deterministic local, tenant/user/workspace-scoped foundation; not proof of production scale, external delivery, brokerage connectivity or licensed data.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-146,GitHub and delivery,Dependabot configuration,implemented-local-foundation,.github; Dockerfile; docker-compose.yml; docs/18_GITHUB_REPOSITORY_AND_DEPLOYMENT.md,"Deterministic local, tenant/user/workspace-scoped foundation; not proof of production scale, external delivery, brokerage connectivity or licensed data.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-147,GitHub and delivery,Pull-request template,implemented-local-foundation,.github; Dockerfile; docker-compose.yml; docs/18_GITHUB_REPOSITORY_AND_DEPLOYMENT.md,"Deterministic local, tenant/user/workspace-scoped foundation; not proof of production scale, external delivery, brokerage connectivity or licensed data.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-148,GitHub and delivery,Bug-report issue template,implemented-local-foundation,.github; Dockerfile; docker-compose.yml; docs/18_GITHUB_REPOSITORY_AND_DEPLOYMENT.md,"Deterministic local, tenant/user/workspace-scoped foundation; not proof of production scale, external delivery, brokerage connectivity or licensed data.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-149,GitHub and delivery,Feature-request issue template,implemented-local-foundation,.github; Dockerfile; docker-compose.yml; docs/18_GITHUB_REPOSITORY_AND_DEPLOYMENT.md,"Deterministic local, tenant/user/workspace-scoped foundation; not proof of production scale, external delivery, brokerage connectivity or licensed data.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-150,GitHub and delivery,Security policy,implemented-local-foundation,.github; Dockerfile; docker-compose.yml; docs/18_GITHUB_REPOSITORY_AND_DEPLOYMENT.md,"Deterministic local, tenant/user/workspace-scoped foundation; not proof of production scale, external delivery, brokerage connectivity or licensed data.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-151,GitHub and delivery,Contributing guide,implemented-local-foundation,.github; Dockerfile; docker-compose.yml; docs/18_GITHUB_REPOSITORY_AND_DEPLOYMENT.md,"Deterministic local, tenant/user/workspace-scoped foundation; not proof of production scale, external delivery, brokerage connectivity or licensed data.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-152,GitHub and delivery,Code of conduct,implemented-local-foundation,.github; Dockerfile; docker-compose.yml; docs/18_GITHUB_REPOSITORY_AND_DEPLOYMENT.md,"Deterministic local, tenant/user/workspace-scoped foundation; not proof of production scale, external delivery, brokerage connectivity or licensed data.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-153,GitHub and delivery,Dockerfile,implemented-local-foundation,.github; Dockerfile; docker-compose.yml; docs/18_GITHUB_REPOSITORY_AND_DEPLOYMENT.md,"Deterministic local, tenant/user/workspace-scoped foundation; not proof of production scale, external delivery, brokerage connectivity or licensed data.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-154,GitHub and delivery,Docker Compose local runner,implemented-local-foundation,.github; Dockerfile; docker-compose.yml; docs/18_GITHUB_REPOSITORY_AND_DEPLOYMENT.md,"Deterministic local, tenant/user/workspace-scoped foundation; not proof of production scale, external delivery, brokerage connectivity or licensed data.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-155,GitHub and delivery,Environment example,implemented-local-foundation,.github; Dockerfile; docker-compose.yml; docs/18_GITHUB_REPOSITORY_AND_DEPLOYMENT.md,"Deterministic local, tenant/user/workspace-scoped foundation; not proof of production scale, external delivery, brokerage connectivity or licensed data.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-156,GitHub and delivery,Repository deployment guide,implemented-local-foundation,.github; Dockerfile; docker-compose.yml; docs/18_GITHUB_REPOSITORY_AND_DEPLOYMENT.md,"Deterministic local, tenant/user/workspace-scoped foundation; not proof of production scale, external delivery, brokerage connectivity or licensed data.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-157,GitHub and delivery,Branch protection configuration guide,partial-local-contract,docs/18_GITHUB_REPOSITORY_AND_DEPLOYMENT.md; .github/workflows,"Runnable local contract or limited implementation; production-grade integration, scale, collaboration or delivery remains incomplete.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-158,GitHub and delivery,Production hosting workflow contract,partial-local-contract,docs/18_GITHUB_REPOSITORY_AND_DEPLOYMENT.md; .github/workflows,"Runnable local contract or limited implementation; production-grade integration, scale, collaboration or delivery remains incomplete.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-159,GitHub and delivery,Container registry publication contract,partial-local-contract,docs/18_GITHUB_REPOSITORY_AND_DEPLOYMENT.md; .github/workflows,"Runnable local contract or limited implementation; production-grade integration, scale, collaboration or delivery remains incomplete.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-160,GitHub and delivery,Direct repository creation and push from this workspace,production-deferred,docs/18_GITHUB_REPOSITORY_AND_DEPLOYMENT.md,"Explicitly disabled or absent from the local release; requires external services, credentials, licensed data, regulated controls or distributed infrastructure.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
W7P20-161,GitHub and delivery,Production cloud deployment with secrets and domain,production-deferred,docs/18_GITHUB_REPOSITORY_AND_DEPLOYMENT.md,"Explicitly disabled or absent from the local release; requires external services, credentials, licensed data, regulated controls or distributed infrastructure.","Production identity, distributed persistence, licensed providers, operational validation and independent security/compliance review where applicable"
