feature_id,area,capability,status,evidence,truth_boundary,production_gate
P21-098,Formula screeners,Live trade action from formula,production-deferred,src/workspace/formula-engine.mjs; packages/contracts/onboarding-automation-attribution.contract.json,Arbitrary code and financial execution are explicitly prohibited.,"Isolated compute platform, security review and regulated execution controls"
P21-099,Portfolio attribution,Holding-level contribution,implemented-local-foundation,src/portfolio/portfolio-service.mjs; src/server/server.mjs; apps/web/public/assets/routes/portfolio-attribution.mjs,"Deterministic approximation using model holdings; not broker-reconciled, accounting-grade or investment advice.","Transaction ledger, benchmark data, corporate actions and reviewed attribution methodology"
P21-100,Portfolio attribution,Asset-class contribution,implemented-local-foundation,src/portfolio/portfolio-service.mjs; src/server/server.mjs; apps/web/public/assets/routes/portfolio-attribution.mjs,"Deterministic approximation using model holdings; not broker-reconciled, accounting-grade or investment advice.","Transaction ledger, benchmark data, corporate actions and reviewed attribution methodology"
P21-101,Portfolio attribution,Allocation-effect approximation,implemented-local-foundation,src/portfolio/portfolio-service.mjs; src/server/server.mjs; apps/web/public/assets/routes/portfolio-attribution.mjs,"Deterministic approximation using model holdings; not broker-reconciled, accounting-grade or investment advice.","Transaction ledger, benchmark data, corporate actions and reviewed attribution methodology"
P21-102,Portfolio attribution,Selection-effect approximation,implemented-local-foundation,src/portfolio/portfolio-service.mjs; src/server/server.mjs; apps/web/public/assets/routes/portfolio-attribution.mjs,"Deterministic approximation using model holdings; not broker-reconciled, accounting-grade or investment advice.","Transaction ledger, benchmark data, corporate actions and reviewed attribution methodology"
P21-103,Portfolio attribution,Portfolio contribution total,implemented-local-foundation,src/portfolio/portfolio-service.mjs; src/server/server.mjs; apps/web/public/assets/routes/portfolio-attribution.mjs,"Deterministic approximation using model holdings; not broker-reconciled, accounting-grade or investment advice.","Transaction ledger, benchmark data, corporate actions and reviewed attribution methodology"
P21-104,Portfolio attribution,Benchmark contribution,implemented-local-foundation,src/portfolio/portfolio-service.mjs; src/server/server.mjs; apps/web/public/assets/routes/portfolio-attribution.mjs,"Deterministic approximation using model holdings; not broker-reconciled, accounting-grade or investment advice.","Transaction ledger, benchmark data, corporate actions and reviewed attribution methodology"
P21-105,Portfolio attribution,Active contribution,implemented-local-foundation,src/portfolio/portfolio-service.mjs; src/server/server.mjs; apps/web/public/assets/routes/portfolio-attribution.mjs,"Deterministic approximation using model holdings; not broker-reconciled, accounting-grade or investment advice.","Transaction ledger, benchmark data, corporate actions and reviewed attribution methodology"
P21-106,Portfolio attribution,Range selection,implemented-local-foundation,src/portfolio/portfolio-service.mjs; src/server/server.mjs; apps/web/public/assets/routes/portfolio-attribution.mjs,"Deterministic approximation using model holdings; not broker-reconciled, accounting-grade or investment advice.","Transaction ledger, benchmark data, corporate actions and reviewed attribution methodology"
P21-107,Portfolio attribution,Weight reconciliation,implemented-local-foundation,src/portfolio/portfolio-service.mjs; src/server/server.mjs; apps/web/public/assets/routes/portfolio-attribution.mjs,"Deterministic approximation using model holdings; not broker-reconciled, accounting-grade or investment advice.","Transaction ledger, benchmark data, corporate actions and reviewed attribution methodology"
P21-108,Portfolio attribution,Contribution sorting,implemented-local-foundation,src/portfolio/portfolio-service.mjs; src/server/server.mjs; apps/web/public/assets/routes/portfolio-attribution.mjs,"Deterministic approximation using model holdings; not broker-reconciled, accounting-grade or investment advice.","Transaction ledger, benchmark data, corporate actions and reviewed attribution methodology"
P21-109,Portfolio attribution,Attribution API,implemented-local-foundation,src/portfolio/portfolio-service.mjs; src/server/server.mjs; apps/web/public/assets/routes/portfolio-attribution.mjs,"Deterministic approximation using model holdings; not broker-reconciled, accounting-grade or investment advice.","Transaction ledger, benchmark data, corporate actions and reviewed attribution methodology"
P21-110,Portfolio attribution,Responsive attribution route,implemented-local-foundation,src/portfolio/portfolio-service.mjs; src/server/server.mjs; apps/web/public/assets/routes/portfolio-attribution.mjs,"Deterministic approximation using model holdings; not broker-reconciled, accounting-grade or investment advice.","Transaction ledger, benchmark data, corporate actions and reviewed attribution methodology"
P21-111,Portfolio attribution,Non-advisory methodology label,implemented-local-foundation,src/portfolio/portfolio-service.mjs; src/server/server.mjs; apps/web/public/assets/routes/portfolio-attribution.mjs,"Deterministic approximation using model holdings; not broker-reconciled, accounting-grade or investment advice.","Transaction ledger, benchmark data, corporate actions and reviewed attribution methodology"
P21-112,Portfolio attribution,Sector attribution,partial-local-contract,src/portfolio/portfolio-service.mjs; packages/contracts/onboarding-automation-attribution.contract.json,"The API shape supports extension, but only local holding and asset-class approximations are executed.","Production portfolio ledger, factor models, licensed benchmarks and reconciliation"
P21-113,Portfolio attribution,Country attribution,partial-local-contract,src/portfolio/portfolio-service.mjs; packages/contracts/onboarding-automation-attribution.contract.json,"The API shape supports extension, but only local holding and asset-class approximations are executed.","Production portfolio ledger, factor models, licensed benchmarks and reconciliation"
P21-114,Portfolio attribution,Currency attribution,partial-local-contract,src/portfolio/portfolio-service.mjs; packages/contracts/onboarding-automation-attribution.contract.json,"The API shape supports extension, but only local holding and asset-class approximations are executed.","Production portfolio ledger, factor models, licensed benchmarks and reconciliation"
P21-115,Portfolio attribution,Factor attribution,partial-local-contract,src/portfolio/portfolio-service.mjs; packages/contracts/onboarding-automation-attribution.contract.json,"The API shape supports extension, but only local holding and asset-class approximations are executed.","Production portfolio ledger, factor models, licensed benchmarks and reconciliation"
P21-116,Portfolio attribution,Income attribution,partial-local-contract,src/portfolio/portfolio-service.mjs; packages/contracts/onboarding-automation-attribution.contract.json,"The API shape supports extension, but only local holding and asset-class approximations are executed.","Production portfolio ledger, factor models, licensed benchmarks and reconciliation"
P21-117,Portfolio attribution,Transaction-based attribution,partial-local-contract,src/portfolio/portfolio-service.mjs; packages/contracts/onboarding-automation-attribution.contract.json,"The API shape supports extension, but only local holding and asset-class approximations are executed.","Production portfolio ledger, factor models, licensed benchmarks and reconciliation"
P21-118,Portfolio attribution,Multi-period linking,partial-local-contract,src/portfolio/portfolio-service.mjs; packages/contracts/onboarding-automation-attribution.contract.json,"The API shape supports extension, but only local holding and asset-class approximations are executed.","Production portfolio ledger, factor models, licensed benchmarks and reconciliation"
P21-119,Portfolio attribution,Benchmark selection,partial-local-contract,src/portfolio/portfolio-service.mjs; packages/contracts/onboarding-automation-attribution.contract.json,"The API shape supports extension, but only local holding and asset-class approximations are executed.","Production portfolio ledger, factor models, licensed benchmarks and reconciliation"
P21-120,Portfolio attribution,Broker-reconciled attribution,production-deferred,packages/contracts/onboarding-automation-attribution.contract.json,Connected-account and advisory claims are intentionally absent.,"Broker/custodian integrations, compliance and suitability controls"
P21-121,Portfolio attribution,Custodian-reconciled attribution,production-deferred,packages/contracts/onboarding-automation-attribution.contract.json,Connected-account and advisory claims are intentionally absent.,"Broker/custodian integrations, compliance and suitability controls"
P21-122,Portfolio attribution,Tax-lot attribution,production-deferred,packages/contracts/onboarding-automation-attribution.contract.json,Connected-account and advisory claims are intentionally absent.,"Broker/custodian integrations, compliance and suitability controls"
P21-123,Portfolio attribution,Trade recommendations,production-deferred,packages/contracts/onboarding-automation-attribution.contract.json,Connected-account and advisory claims are intentionally absent.,"Broker/custodian integrations, compliance and suitability controls"
P21-124,Import staging,CSV template catalog,implemented-local-foundation,src/imports/import-service.mjs; packages/schemas/import-request.schema.json; apps/web/public/assets/routes/import-center.mjs,"Bounded text-based CSV staging only; no file upload, malware scanning or mutation of production records.","Upload sandbox, antivirus scanning, object storage, transactions, reconciliation and approvals"
P21-125,Import staging,Watchlist CSV preview,implemented-local-foundation,src/imports/import-service.mjs; packages/schemas/import-request.schema.json; apps/web/public/assets/routes/import-center.mjs,"Bounded text-based CSV staging only; no file upload, malware scanning or mutation of production records.","Upload sandbox, antivirus scanning, object storage, transactions, reconciliation and approvals"
P21-126,Import staging,Portfolio CSV preview,implemented-local-foundation,src/imports/import-service.mjs; packages/schemas/import-request.schema.json; apps/web/public/assets/routes/import-center.mjs,"Bounded text-based CSV staging only; no file upload, malware scanning or mutation of production records.","Upload sandbox, antivirus scanning, object storage, transactions, reconciliation and approvals"
P21-127,Import staging,Research CSV preview,implemented-local-foundation,src/imports/import-service.mjs; packages/schemas/import-request.schema.json; apps/web/public/assets/routes/import-center.mjs,"Bounded text-based CSV staging only; no file upload, malware scanning or mutation of production records.","Upload sandbox, antivirus scanning, object storage, transactions, reconciliation and approvals"
P21-128,Import staging,Header validation,implemented-local-foundation,src/imports/import-service.mjs; packages/schemas/import-request.schema.json; apps/web/public/assets/routes/import-center.mjs,"Bounded text-based CSV staging only; no file upload, malware scanning or mutation of production records.","Upload sandbox, antivirus scanning, object storage, transactions, reconciliation and approvals"
P21-129,Import staging,Required-column validation,implemented-local-foundation,src/imports/import-service.mjs; packages/schemas/import-request.schema.json; apps/web/public/assets/routes/import-center.mjs,"Bounded text-based CSV staging only; no file upload, malware scanning or mutation of production records.","Upload sandbox, antivirus scanning, object storage, transactions, reconciliation and approvals"
P21-130,Import staging,Row-count limit,implemented-local-foundation,src/imports/import-service.mjs; packages/schemas/import-request.schema.json; apps/web/public/assets/routes/import-center.mjs,"Bounded text-based CSV staging only; no file upload, malware scanning or mutation of production records.","Upload sandbox, antivirus scanning, object storage, transactions, reconciliation and approvals"
P21-131,Import staging,Numeric quantity validation,implemented-local-foundation,src/imports/import-service.mjs; packages/schemas/import-request.schema.json; apps/web/public/assets/routes/import-center.mjs,"Bounded text-based CSV staging only; no file upload, malware scanning or mutation of production records.","Upload sandbox, antivirus scanning, object storage, transactions, reconciliation and approvals"
P21-132,Import staging,Cost-basis validation,implemented-local-foundation,src/imports/import-service.mjs; packages/schemas/import-request.schema.json; apps/web/public/assets/routes/import-center.mjs,"Bounded text-based CSV staging only; no file upload, malware scanning or mutation of production records.","Upload sandbox, antivirus scanning, object storage, transactions, reconciliation and approvals"
P21-133,Import staging,Canonical-ID prefix validation,implemented-local-foundation,src/imports/import-service.mjs; packages/schemas/import-request.schema.json; apps/web/public/assets/routes/import-center.mjs,"Bounded text-based CSV staging only; no file upload, malware scanning or mutation of production records.","Upload sandbox, antivirus scanning, object storage, transactions, reconciliation and approvals"
P21-134,Import staging,Research item-type validation,implemented-local-foundation,src/imports/import-service.mjs; packages/schemas/import-request.schema.json; apps/web/public/assets/routes/import-center.mjs,"Bounded text-based CSV staging only; no file upload, malware scanning or mutation of production records.","Upload sandbox, antivirus scanning, object storage, transactions, reconciliation and approvals"
P21-135,Import staging,Preview error reporting,implemented-local-foundation,src/imports/import-service.mjs; packages/schemas/import-request.schema.json; apps/web/public/assets/routes/import-center.mjs,"Bounded text-based CSV staging only; no file upload, malware scanning or mutation of production records.","Upload sandbox, antivirus scanning, object storage, transactions, reconciliation and approvals"
P21-136,Import staging,Commit blocking on errors,implemented-local-foundation,src/imports/import-service.mjs; packages/schemas/import-request.schema.json; apps/web/public/assets/routes/import-center.mjs,"Bounded text-based CSV staging only; no file upload, malware scanning or mutation of production records.","Upload sandbox, antivirus scanning, object storage, transactions, reconciliation and approvals"
P21-137,Import staging,Scoped staging batch,implemented-local-foundation,src/imports/import-service.mjs; packages/schemas/import-request.schema.json; apps/web/public/assets/routes/import-center.mjs,"Bounded text-based CSV staging only; no file upload, malware scanning or mutation of production records.","Upload sandbox, antivirus scanning, object storage, transactions, reconciliation and approvals"
P21-138,Import staging,Import batch listing,implemented-local-foundation,src/imports/import-service.mjs; packages/schemas/import-request.schema.json; apps/web/public/assets/routes/import-center.mjs,"Bounded text-based CSV staging only; no file upload, malware scanning or mutation of production records.","Upload sandbox, antivirus scanning, object storage, transactions, reconciliation and approvals"
P21-139,Import staging,Import batch detail,implemented-local-foundation,src/imports/import-service.mjs; packages/schemas/import-request.schema.json; apps/web/public/assets/routes/import-center.mjs,"Bounded text-based CSV staging only; no file upload, malware scanning or mutation of production records.","Upload sandbox, antivirus scanning, object storage, transactions, reconciliation and approvals"
P21-140,Import staging,Atomic local persistence,implemented-local-foundation,src/imports/import-service.mjs; packages/schemas/import-request.schema.json; apps/web/public/assets/routes/import-center.mjs,"Bounded text-based CSV staging only; no file upload, malware scanning or mutation of production records.","Upload sandbox, antivirus scanning, object storage, transactions, reconciliation and approvals"
P21-141,Import staging,Import audit event,implemented-local-foundation,src/imports/import-service.mjs; packages/schemas/import-request.schema.json; apps/web/public/assets/routes/import-center.mjs,"Bounded text-based CSV staging only; no file upload, malware scanning or mutation of production records.","Upload sandbox, antivirus scanning, object storage, transactions, reconciliation and approvals"
P21-142,Import staging,Import request schema,implemented-local-foundation,src/imports/import-service.mjs; packages/schemas/import-request.schema.json; apps/web/public/assets/routes/import-center.mjs,"Bounded text-based CSV staging only; no file upload, malware scanning or mutation of production records.","Upload sandbox, antivirus scanning, object storage, transactions, reconciliation and approvals"
P21-143,Import staging,Responsive import route,implemented-local-foundation,src/imports/import-service.mjs; packages/schemas/import-request.schema.json; apps/web/public/assets/routes/import-center.mjs,"Bounded text-based CSV staging only; no file upload, malware scanning or mutation of production records.","Upload sandbox, antivirus scanning, object storage, transactions, reconciliation and approvals"
P21-144,Import staging,Quoted CSV parsing,partial-local-contract,src/imports/import-service.mjs; packages/contracts/onboarding-automation-attribution.contract.json,A deterministic subset exists; full CSV semantics and operational workflows are not implemented.,"Production parser, durable staging, approvals and data-quality operations"
P21-145,Import staging,Delimiter selection,partial-local-contract,src/imports/import-service.mjs; packages/contracts/onboarding-automation-attribution.contract.json,A deterministic subset exists; full CSV semantics and operational workflows are not implemented.,"Production parser, durable staging, approvals and data-quality operations"
P21-146,Import staging,Encoding detection,partial-local-contract,src/imports/import-service.mjs; packages/contracts/onboarding-automation-attribution.contract.json,A deterministic subset exists; full CSV semantics and operational workflows are not implemented.,"Production parser, durable staging, approvals and data-quality operations"
P21-147,Import staging,Column mapping UI,partial-local-contract,src/imports/import-service.mjs; packages/contracts/onboarding-automation-attribution.contract.json,A deterministic subset exists; full CSV semantics and operational workflows are not implemented.,"Production parser, durable staging, approvals and data-quality operations"
P21-148,Import staging,Duplicate resolution,partial-local-contract,src/imports/import-service.mjs; packages/contracts/onboarding-automation-attribution.contract.json,A deterministic subset exists; full CSV semantics and operational workflows are not implemented.,"Production parser, durable staging, approvals and data-quality operations"
P21-149,Import staging,Dry-run diff,partial-local-contract,src/imports/import-service.mjs; packages/contracts/onboarding-automation-attribution.contract.json,A deterministic subset exists; full CSV semantics and operational workflows are not implemented.,"Production parser, durable staging, approvals and data-quality operations"
P21-150,Import staging,Approval workflow,partial-local-contract,src/imports/import-service.mjs; packages/contracts/onboarding-automation-attribution.contract.json,A deterministic subset exists; full CSV semantics and operational workflows are not implemented.,"Production parser, durable staging, approvals and data-quality operations"
P21-151,Import staging,Rollback workflow,partial-local-contract,src/imports/import-service.mjs; packages/contracts/onboarding-automation-attribution.contract.json,A deterministic subset exists; full CSV semantics and operational workflows are not implemented.,"Production parser, durable staging, approvals and data-quality operations"
P21-152,Import staging,Large-file streaming,partial-local-contract,src/imports/import-service.mjs; packages/contracts/onboarding-automation-attribution.contract.json,A deterministic subset exists; full CSV semantics and operational workflows are not implemented.,"Production parser, durable staging, approvals and data-quality operations"
P21-153,Import staging,Direct production watchlist mutation,production-deferred,packages/contracts/onboarding-automation-attribution.contract.json,Production mutation and unsafe ingestion paths remain disabled.,"Production authorization, scanning, transactions and external connectivity"
P21-154,Import staging,Direct production portfolio mutation,production-deferred,packages/contracts/onboarding-automation-attribution.contract.json,Production mutation and unsafe ingestion paths remain disabled.,"Production authorization, scanning, transactions and external connectivity"
P21-155,Import staging,Direct production research mutation,production-deferred,packages/contracts/onboarding-automation-attribution.contract.json,Production mutation and unsafe ingestion paths remain disabled.,"Production authorization, scanning, transactions and external connectivity"
P21-156,Import staging,Executable file upload,production-deferred,packages/contracts/onboarding-automation-attribution.contract.json,Production mutation and unsafe ingestion paths remain disabled.,"Production authorization, scanning, transactions and external connectivity"
P21-157,Import staging,Remote URL import,production-deferred,packages/contracts/onboarding-automation-attribution.contract.json,Production mutation and unsafe ingestion paths remain disabled.,"Production authorization, scanning, transactions and external connectivity"
P21-158,Research version history,Manual snapshot capture,implemented-local-foundation,src/research/research-version-store.mjs; src/workspace/workspace-operations-store.mjs; apps/web/public/assets/routes/research-history.mjs,Manual local snapshots for a single-user workspace; not collaborative version control.,"Distributed database, automatic event sourcing, collaboration and retention policy"
P21-159,Research version history,Version sequence,implemented-local-foundation,src/research/research-version-store.mjs; src/workspace/workspace-operations-store.mjs; apps/web/public/assets/routes/research-history.mjs,Manual local snapshots for a single-user workspace; not collaborative version control.,"Distributed database, automatic event sourcing, collaboration and retention policy"
P21-160,Research version history,Version message,implemented-local-foundation,src/research/research-version-store.mjs; src/workspace/workspace-operations-store.mjs; apps/web/public/assets/routes/research-history.mjs,Manual local snapshots for a single-user workspace; not collaborative version control.,"Distributed database, automatic event sourcing, collaboration and retention policy"
P21-161,Research version history,Snapshot revision,implemented-local-foundation,src/research/research-version-store.mjs; src/workspace/workspace-operations-store.mjs; apps/web/public/assets/routes/research-history.mjs,Manual local snapshots for a single-user workspace; not collaborative version control.,"Distributed database, automatic event sourcing, collaboration and retention policy"
P21-162,Research version history,Version listing,implemented-local-foundation,src/research/research-version-store.mjs; src/workspace/workspace-operations-store.mjs; apps/web/public/assets/routes/research-history.mjs,Manual local snapshots for a single-user workspace; not collaborative version control.,"Distributed database, automatic event sourcing, collaboration and retention policy"
P21-163,Research version history,Version detail,implemented-local-foundation,src/research/research-version-store.mjs; src/workspace/workspace-operations-store.mjs; apps/web/public/assets/routes/research-history.mjs,Manual local snapshots for a single-user workspace; not collaborative version control.,"Distributed database, automatic event sourcing, collaboration and retention policy"
P21-164,Research version history,Workspace-scoped version access,implemented-local-foundation,src/research/research-version-store.mjs; src/workspace/workspace-operations-store.mjs; apps/web/public/assets/routes/research-history.mjs,Manual local snapshots for a single-user workspace; not collaborative version control.,"Distributed database, automatic event sourcing, collaboration and retention policy"
P21-165,Research version history,Tenant-scoped version access,implemented-local-foundation,src/research/research-version-store.mjs; src/workspace/workspace-operations-store.mjs; apps/web/public/assets/routes/research-history.mjs,Manual local snapshots for a single-user workspace; not collaborative version control.,"Distributed database, automatic event sourcing, collaboration and retention policy"
P21-166,Research version history,User-scoped version access,implemented-local-foundation,src/research/research-version-store.mjs; src/workspace/workspace-operations-store.mjs; apps/web/public/assets/routes/research-history.mjs,Manual local snapshots for a single-user workspace; not collaborative version control.,"Distributed database, automatic event sourcing, collaboration and retention policy"
P21-167,Research version history,Added-item diff,implemented-local-foundation,src/research/research-version-store.mjs; src/workspace/workspace-operations-store.mjs; apps/web/public/assets/routes/research-history.mjs,Manual local snapshots for a single-user workspace; not collaborative version control.,"Distributed database, automatic event sourcing, collaboration and retention policy"
P21-168,Research version history,Removed-item diff,implemented-local-foundation,src/research/research-version-store.mjs; src/workspace/workspace-operations-store.mjs; apps/web/public/assets/routes/research-history.mjs,Manual local snapshots for a single-user workspace; not collaborative version control.,"Distributed database, automatic event sourcing, collaboration and retention policy"
P21-169,Research version history,Metadata-change diff,implemented-local-foundation,src/research/research-version-store.mjs; src/workspace/workspace-operations-store.mjs; apps/web/public/assets/routes/research-history.mjs,Manual local snapshots for a single-user workspace; not collaborative version control.,"Distributed database, automatic event sourcing, collaboration and retention policy"
P21-170,Research version history,Version restore,implemented-local-foundation,src/research/research-version-store.mjs; src/workspace/workspace-operations-store.mjs; apps/web/public/assets/routes/research-history.mjs,Manual local snapshots for a single-user workspace; not collaborative version control.,"Distributed database, automatic event sourcing, collaboration and retention policy"
P21-171,Research version history,Restore audit event,implemented-local-foundation,src/research/research-version-store.mjs; src/workspace/workspace-operations-store.mjs; apps/web/public/assets/routes/research-history.mjs,Manual local snapshots for a single-user workspace; not collaborative version control.,"Distributed database, automatic event sourcing, collaboration and retention policy"
P21-172,Research version history,Snapshot persistence,implemented-local-foundation,src/research/research-version-store.mjs; src/workspace/workspace-operations-store.mjs; apps/web/public/assets/routes/research-history.mjs,Manual local snapshots for a single-user workspace; not collaborative version control.,"Distributed database, automatic event sourcing, collaboration and retention policy"
P21-173,Research version history,Responsive research-history route,implemented-local-foundation,src/research/research-version-store.mjs; src/workspace/workspace-operations-store.mjs; apps/web/public/assets/routes/research-history.mjs,Manual local snapshots for a single-user workspace; not collaborative version control.,"Distributed database, automatic event sourcing, collaboration and retention policy"
P21-174,Research version history,Automatic snapshot on every mutation,partial-local-contract,src/research/research-version-store.mjs; packages/contracts/onboarding-automation-attribution.contract.json,"Core capture, diff and restore exist; advanced collaboration and retention are not implemented.","Event sourcing, collaboration, object storage and compliance workflows"
P21-175,Research version history,Branching,partial-local-contract,src/research/research-version-store.mjs; packages/contracts/onboarding-automation-attribution.contract.json,"Core capture, diff and restore exist; advanced collaboration and retention are not implemented.","Event sourcing, collaboration, object storage and compliance workflows"
P21-176,Research version history,Merge conflicts,partial-local-contract,src/research/research-version-store.mjs; packages/contracts/onboarding-automation-attribution.contract.json,"Core capture, diff and restore exist; advanced collaboration and retention are not implemented.","Event sourcing, collaboration, object storage and compliance workflows"
P21-177,Research version history,Comments on versions,partial-local-contract,src/research/research-version-store.mjs; packages/contracts/onboarding-automation-attribution.contract.json,"Core capture, diff and restore exist; advanced collaboration and retention are not implemented.","Event sourcing, collaboration, object storage and compliance workflows"
P21-178,Research version history,Retention rules,partial-local-contract,src/research/research-version-store.mjs; packages/contracts/onboarding-automation-attribution.contract.json,"Core capture, diff and restore exist; advanced collaboration and retention are not implemented.","Event sourcing, collaboration, object storage and compliance workflows"
P21-179,Research version history,Legal hold,partial-local-contract,src/research/research-version-store.mjs; packages/contracts/onboarding-automation-attribution.contract.json,"Core capture, diff and restore exist; advanced collaboration and retention are not implemented.","Event sourcing, collaboration, object storage and compliance workflows"
P21-180,Research version history,Exportable version archive,partial-local-contract,src/research/research-version-store.mjs; packages/contracts/onboarding-automation-attribution.contract.json,"Core capture, diff and restore exist; advanced collaboration and retention are not implemented.","Event sourcing, collaboration, object storage and compliance workflows"
P21-181,Research version history,Real-time collaborative versioning,production-deferred,packages/contracts/onboarding-automation-attribution.contract.json,No external collaboration or notarization claims are made.,"Collaboration service, external identity, signing service and legal review"
P21-182,Research version history,External share version history,production-deferred,packages/contracts/onboarding-automation-attribution.contract.json,No external collaboration or notarization claims are made.,"Collaboration service, external identity, signing service and legal review"
P21-183,Research version history,Cryptographic notarization,production-deferred,packages/contracts/onboarding-automation-attribution.contract.json,No external collaboration or notarization claims are made.,"Collaboration service, external identity, signing service and legal review"
P21-184,Database migration architecture,Migration plan API,implemented-local-foundation,src/platform/migration-plan-service.mjs; packages/migrations/001_foundation.sql; packages/migrations/002_workspace_state.sql; apps/web/public/assets/routes/migration-center.mjs,Architecture and SQL contracts only; no database connection or migration execution.,"Approved production database, secrets manager, rehearsal, backups, restore test and security review"
P21-185,Database migration architecture,Migration status API,implemented-local-foundation,src/platform/migration-plan-service.mjs; packages/migrations/001_foundation.sql; packages/migrations/002_workspace_state.sql; apps/web/public/assets/routes/migration-center.mjs,Architecture and SQL contracts only; no database connection or migration execution.,"Approved production database, secrets manager, rehearsal, backups, restore test and security review"
P21-186,Database migration architecture,Foundation SQL contract,implemented-local-foundation,src/platform/migration-plan-service.mjs; packages/migrations/001_foundation.sql; packages/migrations/002_workspace_state.sql; apps/web/public/assets/routes/migration-center.mjs,Architecture and SQL contracts only; no database connection or migration execution.,"Approved production database, secrets manager, rehearsal, backups, restore test and security review"
P21-187,Database migration architecture,Workspace-state SQL contract,implemented-local-foundation,src/platform/migration-plan-service.mjs; packages/migrations/001_foundation.sql; packages/migrations/002_workspace_state.sql; apps/web/public/assets/routes/migration-center.mjs,Architecture and SQL contracts only; no database connection or migration execution.,"Approved production database, secrets manager, rehearsal, backups, restore test and security review"
P21-188,Database migration architecture,Migration ledger table contract,implemented-local-foundation,src/platform/migration-plan-service.mjs; packages/migrations/001_foundation.sql; packages/migrations/002_workspace_state.sql; apps/web/public/assets/routes/migration-center.mjs,Architecture and SQL contracts only; no database connection or migration execution.,"Approved production database, secrets manager, rehearsal, backups, restore test and security review"
P21-189,Database migration architecture,Organization table contract,implemented-local-foundation,src/platform/migration-plan-service.mjs; packages/migrations/001_foundation.sql; packages/migrations/002_workspace_state.sql; apps/web/public/assets/routes/migration-center.mjs,Architecture and SQL contracts only; no database connection or migration execution.,"Approved production database, secrets manager, rehearsal, backups, restore test and security review"
P21-190,Database migration architecture,Workspace table contract,implemented-local-foundation,src/platform/migration-plan-service.mjs; packages/migrations/001_foundation.sql; packages/migrations/002_workspace_state.sql; apps/web/public/assets/routes/migration-center.mjs,Architecture and SQL contracts only; no database connection or migration execution.,"Approved production database, secrets manager, rehearsal, backups, restore test and security review"
P21-191,Database migration architecture,Tenant-scoped object table contract,implemented-local-foundation,src/platform/migration-plan-service.mjs; packages/migrations/001_foundation.sql; packages/migrations/002_workspace_state.sql; apps/web/public/assets/routes/migration-center.mjs,Architecture and SQL contracts only; no database connection or migration execution.,"Approved production database, secrets manager, rehearsal, backups, restore test and security review"
P21-192,Database migration architecture,Scope index contract,implemented-local-foundation,src/platform/migration-plan-service.mjs; packages/migrations/001_foundation.sql; packages/migrations/002_workspace_state.sql; apps/web/public/assets/routes/migration-center.mjs,Architecture and SQL contracts only; no database connection or migration execution.,"Approved production database, secrets manager, rehearsal, backups, restore test and security review"
P21-193,Database migration architecture,Expand-contract principle,implemented-local-foundation,src/platform/migration-plan-service.mjs; packages/migrations/001_foundation.sql; packages/migrations/002_workspace_state.sql; apps/web/public/assets/routes/migration-center.mjs,Architecture and SQL contracts only; no database connection or migration execution.,"Approved production database, secrets manager, rehearsal, backups, restore test and security review"
P21-194,Database migration architecture,Backfill checkpoint principle,implemented-local-foundation,src/platform/migration-plan-service.mjs; packages/migrations/001_foundation.sql; packages/migrations/002_workspace_state.sql; apps/web/public/assets/routes/migration-center.mjs,Architecture and SQL contracts only; no database connection or migration execution.,"Approved production database, secrets manager, rehearsal, backups, restore test and security review"
P21-195,Database migration architecture,Transactional-outbox principle,implemented-local-foundation,src/platform/migration-plan-service.mjs; packages/migrations/001_foundation.sql; packages/migrations/002_workspace_state.sql; apps/web/public/assets/routes/migration-center.mjs,Architecture and SQL contracts only; no database connection or migration execution.,"Approved production database, secrets manager, rehearsal, backups, restore test and security review"
P21-196,Database migration architecture,Reversible release principle,implemented-local-foundation,src/platform/migration-plan-service.mjs; packages/migrations/001_foundation.sql; packages/migrations/002_workspace_state.sql; apps/web/public/assets/routes/migration-center.mjs,Architecture and SQL contracts only; no database connection or migration execution.,"Approved production database, secrets manager, rehearsal, backups, restore test and security review"
P21-197,Database migration architecture,Environment requirement inventory,implemented-local-foundation,src/platform/migration-plan-service.mjs; packages/migrations/001_foundation.sql; packages/migrations/002_workspace_state.sql; apps/web/public/assets/routes/migration-center.mjs,Architecture and SQL contracts only; no database connection or migration execution.,"Approved production database, secrets manager, rehearsal, backups, restore test and security review"
P21-198,Database migration architecture,Production gate inventory,implemented-local-foundation,src/platform/migration-plan-service.mjs; packages/migrations/001_foundation.sql; packages/migrations/002_workspace_state.sql; apps/web/public/assets/routes/migration-center.mjs,Architecture and SQL contracts only; no database connection or migration execution.,"Approved production database, secrets manager, rehearsal, backups, restore test and security review"
P21-199,Database migration architecture,Responsive migration route,implemented-local-foundation,src/platform/migration-plan-service.mjs; packages/migrations/001_foundation.sql; packages/migrations/002_workspace_state.sql; apps/web/public/assets/routes/migration-center.mjs,Architecture and SQL contracts only; no database connection or migration execution.,"Approved production database, secrets manager, rehearsal, backups, restore test and security review"
P21-200,Database migration architecture,Market-data schema,partial-local-contract,src/platform/migration-plan-service.mjs; packages/contracts/onboarding-automation-attribution.contract.json,Phases are described but executable production migrations are not included.,"Infrastructure provisioning, capacity tests, rehearsals and operational ownership"
