"stable_id","name","category","version","implementation_version","created_at","aliases","input_schema","output_schema","units","assumptions","invalid_input_behavior","numerical_method","reference_source","reference_vector_status","property_test_status","fuzz_status","parity_status","performance_status","security_status","product_truth","detail_route","provenance_status"
"fresh-tracking-error","Tracking Error","portfolio-mathematics","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""assetReturns"",""benchmarkReturns"",""periodsPerYear""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","tracking-error","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-tracking-error","FRESH_REIMPLEMENTATION_2026"
"fresh-diversification-ratio","Diversification Ratio","portfolio-mathematics","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""weights"",""volatilities"",""portfolioVolatility""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","diversification-ratio","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-diversification-ratio","FRESH_REIMPLEMENTATION_2026"
"fresh-herfindahl-concentration","Herfindahl Concentration","portfolio-mathematics","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""weights""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","herfindahl","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-herfindahl-concentration","FRESH_REIMPLEMENTATION_2026"
"fresh-effective-number-of-assets","Effective Number of Assets","portfolio-mathematics","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""weights""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","effective-assets","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-effective-number-of-assets","FRESH_REIMPLEMENTATION_2026"
"fresh-risk-contribution","Risk Contribution","portfolio-mathematics","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""weight"",""marginalRisk"",""portfolioRisk""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","risk-contribution","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-risk-contribution","FRESH_REIMPLEMENTATION_2026"
"fresh-marginal-var-linear","Linear Marginal VaR","portfolio-mathematics","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""zScore"",""portfolioValue"",""marginalVolatility""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","marginal-var","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-marginal-var-linear","FRESH_REIMPLEMENTATION_2026"
"fresh-currency-exposure","Currency Exposure","portfolio-mathematics","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""foreignValue"",""fxRate""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","currency-exposure","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-currency-exposure","FRESH_REIMPLEMENTATION_2026"
"fresh-rebalancing-trade","Rebalancing Trade Amount","portfolio-mathematics","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""portfolioValue"",""targetWeight"",""currentValue""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","rebalancing-trade","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-rebalancing-trade","FRESH_REIMPLEMENTATION_2026"
"fresh-downside-deviation","Downside Deviation","risk-drawdown","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""returns"",""target""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","downside-deviation","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-downside-deviation","FRESH_REIMPLEMENTATION_2026"
"fresh-semivariance","Semivariance","risk-drawdown","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""returns"",""target""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","semivariance","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-semivariance","FRESH_REIMPLEMENTATION_2026"
"fresh-parametric-var-normal","Parametric Normal VaR","risk-drawdown","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""meanReturn"",""volatility"",""zScore"",""portfolioValue""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","parametric-var","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-parametric-var-normal","FRESH_REIMPLEMENTATION_2026"
"fresh-parametric-expected-shortfall-normal","Parametric Normal Expected Shortfall","risk-drawdown","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""meanReturn"",""volatility"",""zScore"",""portfolioValue""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","parametric-es","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-parametric-expected-shortfall-normal","FRESH_REIMPLEMENTATION_2026"
"fresh-drawdown-maximum-percent","Maximum Drawdown Percent","risk-drawdown","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""values""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","maximum-drawdown","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-drawdown-maximum-percent","FRESH_REIMPLEMENTATION_2026"
"fresh-recovery-factor","Recovery Factor","risk-drawdown","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""netProfit"",""maxDrawdown""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","recovery-factor","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-recovery-factor","FRESH_REIMPLEMENTATION_2026"
"fresh-pain-index","Pain Index","risk-drawdown","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""values""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","pain-index","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-pain-index","FRESH_REIMPLEMENTATION_2026"
"fresh-tail-ratio","Tail Ratio","risk-drawdown","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""returns"",""upperQuantile"",""lowerQuantile""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","tail-ratio","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-tail-ratio","FRESH_REIMPLEMENTATION_2026"
"fresh-profit-factor","Profit Factor","risk-drawdown","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""grossProfit"",""grossLoss""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","profit-factor","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-profit-factor","FRESH_REIMPLEMENTATION_2026"
"fresh-risk-of-ruin-approx","Approximate Risk of Ruin","risk-drawdown","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""winProbability"",""capitalUnits""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","risk-of-ruin","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-risk-of-ruin-approx","FRESH_REIMPLEMENTATION_2026"
"fresh-median","Median","statistical-measures","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""values""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","median","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-median","FRESH_REIMPLEMENTATION_2026"
"fresh-quantile","Interpolated Quantile","statistical-measures","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""values"",""q""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","quantile","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-quantile","FRESH_REIMPLEMENTATION_2026"
"fresh-interquartile-range","Interquartile Range","statistical-measures","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""values""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","iqr","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-interquartile-range","FRESH_REIMPLEMENTATION_2026"
"fresh-coefficient-of-variation","Coefficient of Variation","statistical-measures","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""values""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","cv","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-coefficient-of-variation","FRESH_REIMPLEMENTATION_2026"
"fresh-z-score","Z-Score","statistical-measures","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""value"",""mean"",""stdev""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","zscore","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-z-score","FRESH_REIMPLEMENTATION_2026"
"fresh-sample-skewness","Sample Skewness","statistical-measures","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""values""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","skewness","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-sample-skewness","FRESH_REIMPLEMENTATION_2026"
"fresh-excess-kurtosis","Excess Kurtosis","statistical-measures","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""values""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","kurtosis","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-excess-kurtosis","FRESH_REIMPLEMENTATION_2026"
"fresh-mean-absolute-deviation","Mean Absolute Deviation","statistical-measures","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""values""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","mad","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-mean-absolute-deviation","FRESH_REIMPLEMENTATION_2026"
"fresh-root-mean-square","Root Mean Square","statistical-measures","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""values""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","rms","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-root-mean-square","FRESH_REIMPLEMENTATION_2026"
"fresh-winsorized-mean","Winsorized Mean","statistical-measures","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""values"",""tailFraction""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","winsorized-mean","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-winsorized-mean","FRESH_REIMPLEMENTATION_2026"
"fresh-linear-regression-slope","Linear Regression Slope","regression-covariance","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""x"",""y""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","linear-slope","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-linear-regression-slope","FRESH_REIMPLEMENTATION_2026"
"fresh-linear-regression-intercept","Linear Regression Intercept","regression-covariance","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""x"",""y""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","linear-intercept","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-linear-regression-intercept","FRESH_REIMPLEMENTATION_2026"
"fresh-regression-r-squared","Regression R-Squared","regression-covariance","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""x"",""y""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","r-squared","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-regression-r-squared","FRESH_REIMPLEMENTATION_2026"
"fresh-regression-standard-error","Regression Standard Error","regression-covariance","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""x"",""y""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","regression-se","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-regression-standard-error","FRESH_REIMPLEMENTATION_2026"
"fresh-covariance-two-series","Sample Covariance","regression-covariance","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""seriesA"",""seriesB""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","covariance","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-covariance-two-series","FRESH_REIMPLEMENTATION_2026"
"fresh-correlation-from-covariance","Correlation From Covariance","regression-covariance","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""covariance"",""stdevA"",""stdevB""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","correlation-from-cov","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-correlation-from-covariance","FRESH_REIMPLEMENTATION_2026"
"fresh-beta-from-correlation","Beta From Correlation","regression-covariance","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""correlation"",""assetVolatility"",""marketVolatility""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","beta-from-corr","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-beta-from-correlation","FRESH_REIMPLEMENTATION_2026"
"fresh-intercept-from-means","Intercept From Means","regression-covariance","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""meanY"",""slope"",""meanX""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","intercept-means","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-intercept-from-means","FRESH_REIMPLEMENTATION_2026"
"fresh-option-intrinsic-value","Option Intrinsic Value","derivatives-mathematics","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""spot"",""strike"",""optionType""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","intrinsic","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-option-intrinsic-value","FRESH_REIMPLEMENTATION_2026"
"fresh-option-time-value","Option Time Value","derivatives-mathematics","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""spot"",""strike"",""optionType"",""optionPrice""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","time-value","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-option-time-value","FRESH_REIMPLEMENTATION_2026"
"fresh-forward-price","Forward Price","derivatives-mathematics","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""spot"",""riskFreeRate"",""incomeYield"",""years""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","forward-price","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-forward-price","FRESH_REIMPLEMENTATION_2026"
"fresh-futures-basis","Futures Basis","derivatives-mathematics","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""futuresPrice"",""spotPrice""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","futures-basis","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-futures-basis","FRESH_REIMPLEMENTATION_2026"
"fresh-delta-hedge-units","Delta Hedge Units","derivatives-mathematics","2.0.0","fresh-2026.1","2026-07-30","","{""type"":""object"",""required"":[""optionDelta"",""contracts"",""contractMultiplier""],""additionalProperties"":false}","{""type"":""object"",""required"":[""value""],""properties"":{""value"":{""type"":""number""}}}","formula-specific","User inputs are authoritative. | No external provider data is required.","Reject non-finite values, unsafe keys, invalid domains and unbounded arrays.","delta-hedge","Standard finance, statistics or quantitative-method textbook identity.","PRIMARY_VECTOR_DEFINED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","REQUIRED","FRESH_REIMPLEMENTATION_2026","formula-detail/fresh-delta-hedge-units","FRESH_REIMPLEMENTATION_2026"
