action_id,route_module,line,control_type,label,action_token,event_handler_status,backend_calls,state_mutation,persistence,success_state,error_state,audit_event,accessibility_name,risk,source_commit
ACTION-0075,apps/web/public/assets/app.js,868,button,×,Close,HANDLER_BOUND,/api/v1/access/evaluate | /api/v1/audit/verify | /api/v1/audit?limit=30 | /api/v1/auth/step-up/simulate | /api/v1/config | /api/v1/contracts/${name} | /api/v1/contracts/entitlements | /api/v1/data-quality/incidents,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Close,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0076,apps/web/public/assets/app.js,868,button,Close,Close,HANDLER_BOUND,/api/v1/access/evaluate | /api/v1/audit/verify | /api/v1/audit?limit=30 | /api/v1/auth/step-up/simulate | /api/v1/config | /api/v1/contracts/${name} | /api/v1/contracts/entitlements | /api/v1/data-quality/incidents,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Close,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0077,apps/web/public/assets/app.js,883,button,×,Close contract,HANDLER_BOUND,/api/v1/access/evaluate | /api/v1/audit/verify | /api/v1/audit?limit=30 | /api/v1/auth/step-up/simulate | /api/v1/config | /api/v1/contracts/${name} | /api/v1/contracts/entitlements | /api/v1/data-quality/incidents,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Close contract,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0078,apps/web/public/assets/app.js,883,button,Close,Close,HANDLER_BOUND,/api/v1/access/evaluate | /api/v1/audit/verify | /api/v1/audit?limit=30 | /api/v1/auth/step-up/simulate | /api/v1/config | /api/v1/contracts/${name} | /api/v1/contracts/entitlements | /api/v1/data-quality/incidents,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Close,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0079,apps/web/public/assets/app.js,896,button,×,Close notifications,HANDLER_BOUND,/api/v1/access/evaluate | /api/v1/audit/verify | /api/v1/audit?limit=30 | /api/v1/auth/step-up/simulate | /api/v1/config | /api/v1/contracts/${name} | /api/v1/contracts/entitlements | /api/v1/data-quality/incidents,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Close notifications,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0080,apps/web/public/assets/app.js,911,button,Return to default,Return to default,HANDLER_BOUND,/api/v1/access/evaluate | /api/v1/audit/verify | /api/v1/audit?limit=30 | /api/v1/auth/step-up/simulate | /api/v1/config | /api/v1/contracts/${name} | /api/v1/contracts/entitlements | /api/v1/data-quality/incidents,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Return to default,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0081,apps/web/public/assets/app.js,912,button,Retry foundation route,Retry foundation route,HANDLER_BOUND,/api/v1/access/evaluate | /api/v1/audit/verify | /api/v1/audit?limit=30 | /api/v1/auth/step-up/simulate | /api/v1/config | /api/v1/contracts/${name} | /api/v1/contracts/entitlements | /api/v1/data-quality/incidents,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Retry foundation route,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0082,apps/web/public/assets/shell-foundations.mjs,34,button,"${icon(item.icon,{size:18})} ${escapeHtml(item.shortLabel)}",${escapeHtml(item.label)}${item.route?,HANDLER_BOUND,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,${escapeHtml(item.label)}${item.route?,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0083,apps/web/public/assets/shell-foundations.mjs,35,button,"${icon(routeIcon(domain.defaultRoute),{size:18})} ${escapeHtml(domain.shortLabel)}",${escapeHtml(domain.label)},HANDLER_BOUND,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,${escapeHtml(domain.label)},route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0084,apps/web/public/assets/shell-foundations.mjs,36,button,"${icon('explain',{size:18})} Explain",Explain this move,HANDLER_BOUND,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Explain this move,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0085,apps/web/public/assets/shell-foundations.mjs,36,button,"${icon('menu',{size:18})} Menu",Open domain navigation,HANDLER_BOUND,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Open domain navigation,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0086,apps/web/public/assets/shell-foundations.mjs,49,button,Qelly,Qelly,HANDLER_BOUND,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Qelly,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0087,apps/web/public/assets/shell-foundations.mjs,49,button,${escapeHtml(route.label)},${escapeHtml(route.label)},HANDLER_BOUND,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,${escapeHtml(route.label)},route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0088,apps/web/public/assets/shell-foundations.mjs,56,button,"${icon(routeIcon(route.route),{size:18})} ${escapeHtml(route.label.replace('Decision Provenance','Evidence').replace('Theme Personas','More'","${icon(routeIcon(route.route),{size:18})} ${escapeHtml(route.label.replace('Decision Provenance','Evidence').replace('Theme Personas','More'",HANDLER_BOUND,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,"${icon(routeIcon(route.route),{size:18})} ${escapeHtml(route.label.replace('Decision Provenance','Evidence').replace('Theme Personas','More'",route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0089,apps/web/public/assets/theme-intelligence-visual-correction.mjs,27,button,×,Close,HANDLER_BOUND,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Close,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0090,apps/web/public/assets/theme-intelligence-visual-correction.mjs,36,button,Details,Details,HANDLER_BOUND,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Details,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0091,apps/web/public/assets/theme-intelligence-visual-correction.mjs,36,button,Compare,Compare,HANDLER_BOUND,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Compare,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0092,apps/web/public/assets/theme-intelligence-visual-correction.mjs,45,button,×,Close,HANDLER_BOUND,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Close,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0093,apps/web/public/assets/theme-intelligence-visual-correction.mjs,45,button,${esc(option.textContent)} ${option.selected?'Current selection':'Preview this governed option'},${esc(option.textContent)} ${option.selected?'Current selection':'Preview this governed option'},HANDLER_BOUND,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,${esc(option.textContent)} ${option.selected?'Current selection':'Preview this governed option'},route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0094,apps/web/public/assets/theme-intelligence-visual-correction.mjs,50,button,×,Close,HANDLER_BOUND,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Close,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0095,apps/web/public/assets/theme-intelligence-visual-correction.mjs,50,button,Export preset Download validated JSON,export,HANDLER_BOUND,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Export preset Download validated JSON,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0096,apps/web/public/assets/theme-intelligence-visual-correction.mjs,50,button,Import preset Validate before preview,import,HANDLER_BOUND,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Import preset Validate before preview,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0097,apps/web/public/assets/theme-intelligence-visual-correction.mjs,50,button,Share local configuration Copy a governed preview link,share,HANDLER_BOUND,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Share local configuration Copy a governed preview link,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0098,apps/web/public/assets/theme-intelligence-visual-correction.mjs,62,button,Cancel,Cancel,DEAD_OR_DECORATIVE,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Cancel,dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0099,apps/web/public/assets/theme-intelligence-visual-correction.mjs,62,button,Apply,Apply,DEAD_OR_DECORATIVE,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Apply,dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0100,apps/web/public/assets/theme-intelligence-visual-correction.mjs,75,button,Clear history,Clear history,HANDLER_BOUND,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Clear history,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0101,apps/web/public/assets/routes/screener-lab.mjs,6,button,Save screen,save,HANDLER_BOUND,/api/v1/screeners/catalog | /api/v1/screeners/run | /api/v1/screeners/saved,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Save screen,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0102,apps/web/public/assets/routes/screener-lab.mjs,6,button,Run screen,run,HANDLER_BOUND,/api/v1/screeners/catalog | /api/v1/screeners/run | /api/v1/screeners/saved,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Run screen,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0103,apps/web/public/assets/routes/asset-intelligence.mjs,9,button,Compare core assets,compare-assets,HANDLER_BOUND,/api/v1/asset-intelligence/${selected}/events | /api/v1/asset-intelligence/${selected}/filings | /api/v1/asset-intelligence/${selected}/fundamentals | /api/v1/asset-intelligence/${selected}/overview | /api/v1/asset-intelligence/${selected}/peers | /api/v1/asset-intelligence/${selected}/technicals?study=sma&length=20 | /api/v1/asset-intelligence/compare | /api/v1/asset-intelligence/studies,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Compare core assets,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0104,apps/web/public/assets/routes/asset-intelligence.mjs,9,button,Inspect truth boundary,inspect-wave6,HANDLER_BOUND,/api/v1/asset-intelligence/${selected}/events | /api/v1/asset-intelligence/${selected}/filings | /api/v1/asset-intelligence/${selected}/fundamentals | /api/v1/asset-intelligence/${selected}/overview | /api/v1/asset-intelligence/${selected}/peers | /api/v1/asset-intelligence/${selected}/technicals?study=sma&length=20 | /api/v1/asset-intelligence/compare | /api/v1/asset-intelligence/studies,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Inspect truth boundary,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0105,apps/web/public/assets/routes/auth-login.mjs,12,button,Sign in securely,Sign in securely,FORM_SUBMIT,/api/v1/auth/login | /api/v1/auth/passkeys/authenticate/options | /api/v1/auth/passkeys/authenticate/verify | /api/v1/auth/status,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Sign in securely,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0106,apps/web/public/assets/routes/auth-login.mjs,12,button,Use a passkey,Use a passkey,HANDLER_BOUND,/api/v1/auth/login | /api/v1/auth/passkeys/authenticate/options | /api/v1/auth/passkeys/authenticate/verify | /api/v1/auth/status,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Use a passkey,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0107,apps/web/public/assets/routes/auth-login.mjs,12,button,Create organization,Create organization,HANDLER_BOUND,/api/v1/auth/login | /api/v1/auth/passkeys/authenticate/options | /api/v1/auth/passkeys/authenticate/verify | /api/v1/auth/status,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Create organization,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0108,apps/web/public/assets/routes/auth-login.mjs,12,button,Recover account,Recover account,HANDLER_BOUND,/api/v1/auth/login | /api/v1/auth/passkeys/authenticate/options | /api/v1/auth/passkeys/authenticate/verify | /api/v1/auth/status,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Recover account,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0109,apps/web/public/assets/routes/notification-center.mjs,4,button,Alert rules,alerts,HANDLER_BOUND,/api/v1/notifications | /api/v1/notifications/${encodeURIComponent | /api/v1/notifications/read-all,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Alert rules,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0110,apps/web/public/assets/routes/notification-center.mjs,4,button,Mark all read,read-all,HANDLER_BOUND,/api/v1/notifications | /api/v1/notifications/${encodeURIComponent | /api/v1/notifications/read-all,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Mark all read,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0111,apps/web/public/assets/routes/notification-center.mjs,6,button,Mark read,Mark read,HANDLER_BOUND,/api/v1/notifications | /api/v1/notifications/${encodeURIComponent | /api/v1/notifications/read-all,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Mark read,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0112,apps/web/public/assets/routes/theme-personas.mjs,20,button,Safe reset,reset-persona,HANDLER_BOUND,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Safe reset,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0113,apps/web/public/assets/routes/theme-personas.mjs,20,button,Preview active mode,preview-persona,HANDLER_BOUND,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Preview active mode,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0114,apps/web/public/assets/routes/theme-personas.mjs,41,button,${current===persona.id?'Active operating mode':'Activate mode'},${current===persona.id?'Active operating mode':'Activate mode'},HANDLER_BOUND,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,${current===persona.id?'Active operating mode':'Activate mode'},route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0115,apps/web/public/assets/routes/notification-schedules.mjs,3,button,Run due schedules,run,HANDLER_BOUND,/api/v1/notification-schedules | /api/v1/notification-schedules/catalog | /api/v1/notification-schedules/run-due,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Run due schedules,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0116,apps/web/public/assets/routes/notification-schedules.mjs,3,button,Create schedule,create,HANDLER_BOUND,/api/v1/notification-schedules | /api/v1/notification-schedules/catalog | /api/v1/notification-schedules/run-due,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Create schedule,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0117,apps/web/public/assets/routes/comparison-lab.mjs,3,button,Open fundamentals,fundamentals,HANDLER_BOUND,/api/v1/asset-intelligence/compare/series | /api/v1/asset-intelligence/compare/snapshots,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Open fundamentals,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0118,apps/web/public/assets/routes/comparison-lab.mjs,3,button,Open chart studio,chart,HANDLER_BOUND,/api/v1/asset-intelligence/compare/series | /api/v1/asset-intelligence/compare/snapshots,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Open chart studio,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0119,apps/web/public/assets/routes/advanced-chart.mjs,5,button,Open fundamentals,open-fundamentals,HANDLER_BOUND,/api/v1/asset-intelligence/${selected}/chart?range=1y&indicators=${indicators.join | /api/v1/asset-intelligence/layouts,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Open fundamentals,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0120,apps/web/public/assets/routes/advanced-chart.mjs,5,button,Save layout,save-layout,HANDLER_BOUND,/api/v1/asset-intelligence/${selected}/chart?range=1y&indicators=${indicators.join | /api/v1/asset-intelligence/layouts,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Save layout,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0121,apps/web/public/assets/routes/filing-workspace.mjs,2,button,Open event calendar,events,HANDLER_BOUND,/api/v1/asset-intelligence/${selected}/filings | /api/v1/asset-intelligence/${selected}/filings/${chosen.filingId},client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Open event calendar,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0122,apps/web/public/assets/routes/filing-workspace.mjs,2,button,Open statements,fundamentals,HANDLER_BOUND,/api/v1/asset-intelligence/${selected}/filings | /api/v1/asset-intelligence/${selected}/filings/${chosen.filingId},client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Open statements,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0123,apps/web/public/assets/routes/filing-workspace.mjs,2,button,${escapeHtml(section.title)} ${escapeHtml(section.citation.locator)},${escapeHtml(section.title)} ${escapeHtml(section.citation.locator)},HANDLER_BOUND,/api/v1/asset-intelligence/${selected}/filings | /api/v1/asset-intelligence/${selected}/filings/${chosen.filingId},client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,${escapeHtml(section.title)} ${escapeHtml(section.citation.locator)},route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0124,apps/web/public/assets/routes/auth-recovery.mjs,2,button,Request recovery code,Request recovery code,DEAD_OR_DECORATIVE,/api/v1/auth/recovery/request | /api/v1/auth/recovery/reset,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Request recovery code,dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0125,apps/web/public/assets/routes/auth-recovery.mjs,2,button,Reset password and revoke sessions,Reset password and revoke sessions,DEAD_OR_DECORATIVE,/api/v1/auth/recovery/request | /api/v1/auth/recovery/reset,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Reset password and revoke sessions,dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0126,apps/web/public/assets/routes/auth-recovery.mjs,2,button,Return to login,Return to login,DEAD_OR_DECORATIVE,/api/v1/auth/recovery/request | /api/v1/auth/recovery/reset,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Return to login,dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0127,apps/web/public/assets/routes/portfolio-analytics.mjs,4,button,Open research workspace,research,HANDLER_BOUND,/api/v1/portfolio/holdings | /api/v1/portfolio/overview | /api/v1/portfolio/performance?range=1y | /api/v1/portfolio/risk,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Open research workspace,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0128,apps/web/public/assets/routes/portfolio-analytics.mjs,4,button,Connect broker,Connect broker,DEAD_OR_DECORATIVE,/api/v1/portfolio/holdings | /api/v1/portfolio/overview | /api/v1/portfolio/performance?range=1y | /api/v1/portfolio/risk,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Connect broker,dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0129,apps/web/public/assets/routes/theme-intelligence-studio.mjs,15,button,Modal,Modal,DEAD_OR_DECORATIVE,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Modal,dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0130,apps/web/public/assets/routes/theme-intelligence-studio.mjs,15,button,Drawer,Drawer,DEAD_OR_DECORATIVE,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Drawer,dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0131,apps/web/public/assets/routes/theme-intelligence-studio.mjs,15,button,Popover,Popover,DEAD_OR_DECORATIVE,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Popover,dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0132,apps/web/public/assets/routes/theme-intelligence-studio.mjs,15,button,Tooltip,Tooltip,DEAD_OR_DECORATIVE,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Tooltip,dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0133,apps/web/public/assets/routes/theme-intelligence-studio.mjs,17,button,${esc(item)},${esc(item)},DEAD_OR_DECORATIVE,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,${esc(item)},dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0134,apps/web/public/assets/routes/theme-intelligence-studio.mjs,17,button,Export,Export,DEAD_OR_DECORATIVE,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Export,dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0135,apps/web/public/assets/routes/theme-intelligence-studio.mjs,17,button,Import,Import,DEAD_OR_DECORATIVE,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Import,dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0136,apps/web/public/assets/routes/theme-intelligence-studio.mjs,17,button,Share,Share,DEAD_OR_DECORATIVE,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Share,dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0137,apps/web/public/assets/routes/theme-intelligence-studio.mjs,17,button,Cancel,Cancel,DEAD_OR_DECORATIVE,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Cancel,dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0138,apps/web/public/assets/routes/theme-intelligence-studio.mjs,17,button,Reset,Reset,DEAD_OR_DECORATIVE,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Reset,dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0139,apps/web/public/assets/routes/theme-intelligence-studio.mjs,17,button,Apply,Apply,DEAD_OR_DECORATIVE,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Apply,dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0140,apps/web/public/assets/routes/theme-intelligence-studio.mjs,19,button,Preview,Preview,DEAD_OR_DECORATIVE,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Preview,dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0141,apps/web/public/assets/routes/theme-intelligence-studio.mjs,19,button,Apply,Apply,DEAD_OR_DECORATIVE,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Apply,dead/decorative action,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0142,apps/web/public/assets/routes/theme-intelligence-studio.mjs,24,button,Focused action,Focused action,HANDLER_BOUND,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Focused action,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0143,apps/web/public/assets/routes/theme-intelligence-studio.mjs,24,button,Close,Close,HANDLER_BOUND,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Close,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
ACTION-0144,apps/web/public/assets/routes/theme-intelligence-studio.mjs,25,button,Close drawer,Close drawer,HANDLER_BOUND,,client DOM/navigation or API response; inspect source,unknown unless endpoint/store proves it,route-specific,route-specific or toast,not consistently implemented,Close drawer,route-specific end-to-end proof incomplete,eafb11719e67135c7a6fa3b15e1170c5192e4771
