matrix_id,source_run,exact_head,route,action_state,browser,viewport,theme_request,motion,authentication,expected_truth,result,first_failure,console_errors,page_errors,failed_resources,horizontal_overflow_px,notes
OLD-0084,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,formula-library,initial formula catalogue state,chromium,1024x768,dark,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:26,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0085,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,saved-calculations,initial/empty local-persistence state,chromium,1024x768,dark,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:25,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0086,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,calculator-center,valid calculation after route render,chromium,1024x768,light,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:22,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0087,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,india-finance,initial India finance truth/unavailable-rule state,chromium,1024x768,light,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:25,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0088,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,indicator-library,valid indicator calculation after route render,chromium,1024x768,light,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:21,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0089,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,formula-library,initial formula catalogue state,chromium,1024x768,light,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:26,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0090,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,saved-calculations,initial/empty local-persistence state,chromium,1024x768,light,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:25,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0091,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,calculator-center,valid calculation after route render,chromium,1024x768,oled,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:22,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0092,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,india-finance,initial India finance truth/unavailable-rule state,chromium,1024x768,oled,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:25,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0093,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,indicator-library,valid indicator calculation after route render,chromium,1024x768,oled,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:23,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0094,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,formula-library,initial formula catalogue state,chromium,1024x768,oled,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:26,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0095,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,saved-calculations,initial/empty local-persistence state,chromium,1024x768,oled,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:25,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0096,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,calculator-center,valid calculation after route render,chromium,1024x768,high-contrast,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:26,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0097,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,india-finance,initial India finance truth/unavailable-rule state,chromium,1024x768,high-contrast,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:25,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0098,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,indicator-library,valid indicator calculation after route render,chromium,1024x768,high-contrast,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:21,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0099,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,formula-library,initial formula catalogue state,chromium,1024x768,high-contrast,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:26,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0100,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,saved-calculations,initial/empty local-persistence state,chromium,1024x768,high-contrast,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:25,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0101,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,calculator-center,valid calculation after route render,chromium,1440x1000,dark,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:43,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0102,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,india-finance,initial India finance truth/unavailable-rule state,chromium,1440x1000,dark,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:27,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0103,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,indicator-library,valid indicator calculation after route render,chromium,1440x1000,dark,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:32,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0104,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,formula-library,initial formula catalogue state,chromium,1440x1000,dark,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:26,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0105,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,saved-calculations,initial/empty local-persistence state,chromium,1440x1000,dark,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:26,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0106,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,calculator-center,valid calculation after route render,chromium,1440x1000,light,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:43,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0107,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,india-finance,initial India finance truth/unavailable-rule state,chromium,1440x1000,light,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:27,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0108,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,indicator-library,valid indicator calculation after route render,chromium,1440x1000,light,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:32,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0109,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,formula-library,initial formula catalogue state,chromium,1440x1000,light,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:26,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0110,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,saved-calculations,initial/empty local-persistence state,chromium,1440x1000,light,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:26,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0111,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,calculator-center,valid calculation after route render,chromium,1440x1000,oled,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:43,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0112,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,india-finance,initial India finance truth/unavailable-rule state,chromium,1440x1000,oled,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:27,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0113,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,indicator-library,valid indicator calculation after route render,chromium,1440x1000,oled,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:32,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0114,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,formula-library,initial formula catalogue state,chromium,1440x1000,oled,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:26,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0115,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,saved-calculations,initial/empty local-persistence state,chromium,1440x1000,oled,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:26,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0116,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,calculator-center,valid calculation after route render,chromium,1440x1000,high-contrast,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:43,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0117,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,india-finance,initial India finance truth/unavailable-rule state,chromium,1440x1000,high-contrast,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:27,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0118,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,indicator-library,valid indicator calculation after route render,chromium,1440x1000,high-contrast,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:32,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0119,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,formula-library,initial formula catalogue state,chromium,1440x1000,high-contrast,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:26,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0120,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,saved-calculations,initial/empty local-persistence state,chromium,1440x1000,high-contrast,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:26,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0121,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,calculator-center,valid calculation after route render,chromium,1920x1080,dark,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:44,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0122,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,india-finance,initial India finance truth/unavailable-rule state,chromium,1920x1080,dark,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:29,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0123,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,indicator-library,valid indicator calculation after route render,chromium,1920x1080,dark,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:36,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0124,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,formula-library,initial formula catalogue state,chromium,1920x1080,dark,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:26,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0125,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,saved-calculations,initial/empty local-persistence state,chromium,1920x1080,dark,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:26,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0126,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,calculator-center,valid calculation after route render,chromium,1920x1080,light,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:44,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0127,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,india-finance,initial India finance truth/unavailable-rule state,chromium,1920x1080,light,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:29,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0128,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,indicator-library,valid indicator calculation after route render,chromium,1920x1080,light,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:36,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0129,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,formula-library,initial formula catalogue state,chromium,1920x1080,light,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:26,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0130,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,saved-calculations,initial/empty local-persistence state,chromium,1920x1080,light,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:26,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0131,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,calculator-center,valid calculation after route render,chromium,1920x1080,oled,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:44,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0132,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,india-finance,initial India finance truth/unavailable-rule state,chromium,1920x1080,oled,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:29,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0133,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,indicator-library,valid indicator calculation after route render,chromium,1920x1080,oled,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:36,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0134,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,formula-library,initial formula catalogue state,chromium,1920x1080,oled,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:26,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0135,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,saved-calculations,initial/empty local-persistence state,chromium,1920x1080,oled,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:26,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0136,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,calculator-center,valid calculation after route render,chromium,1920x1080,high-contrast,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:44,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0137,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,india-finance,initial India finance truth/unavailable-rule state,chromium,1920x1080,high-contrast,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:29,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0138,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,indicator-library,valid indicator calculation after route render,chromium,1920x1080,high-contrast,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:36,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0139,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,formula-library,initial formula catalogue state,chromium,1920x1080,high-contrast,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:26,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0140,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,saved-calculations,initial/empty local-persistence state,chromium,1920x1080,high-contrast,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:26,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0141,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,calculator-center,valid calculation after route render,firefox,360x800,dark,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:16,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0142,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,india-finance,initial India finance truth/unavailable-rule state,firefox,360x800,dark,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:18,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0143,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,indicator-library,valid indicator calculation after route render,firefox,360x800,dark,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:15,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0144,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,formula-library,initial formula catalogue state,firefox,360x800,dark,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:19,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0145,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,saved-calculations,initial/empty local-persistence state,firefox,360x800,dark,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:18,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0146,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,calculator-center,valid calculation after route render,firefox,360x800,light,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:16,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0147,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,india-finance,initial India finance truth/unavailable-rule state,firefox,360x800,light,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:18,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0148,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,indicator-library,valid indicator calculation after route render,firefox,360x800,light,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:15,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0149,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,formula-library,initial formula catalogue state,firefox,360x800,light,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:19,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0150,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,saved-calculations,initial/empty local-persistence state,firefox,360x800,light,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:18,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0151,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,calculator-center,valid calculation after route render,firefox,360x800,oled,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:16,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0152,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,india-finance,initial India finance truth/unavailable-rule state,firefox,360x800,oled,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:18,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0153,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,indicator-library,valid indicator calculation after route render,firefox,360x800,oled,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:15,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0154,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,formula-library,initial formula catalogue state,firefox,360x800,oled,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:19,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0155,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,saved-calculations,initial/empty local-persistence state,firefox,360x800,oled,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:18,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0156,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,calculator-center,valid calculation after route render,firefox,360x800,high-contrast,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:16,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0157,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,india-finance,initial India finance truth/unavailable-rule state,firefox,360x800,high-contrast,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:18,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0158,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,indicator-library,valid indicator calculation after route render,firefox,360x800,high-contrast,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:15,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0159,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,formula-library,initial formula catalogue state,firefox,360x800,high-contrast,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:19,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0160,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,saved-calculations,initial/empty local-persistence state,firefox,360x800,high-contrast,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:18,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0161,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,calculator-center,valid calculation after route render,firefox,390x844,dark,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:16,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0162,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,india-finance,initial India finance truth/unavailable-rule state,firefox,390x844,dark,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:18,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0163,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,indicator-library,valid indicator calculation after route render,firefox,390x844,dark,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:15,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0164,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,formula-library,initial formula catalogue state,firefox,390x844,dark,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:19,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0165,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,saved-calculations,initial/empty local-persistence state,firefox,390x844,dark,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:18,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
OLD-0166,30482255458,ff6a8ab2180527e3dc62e2cf4890338eef18aa96,calculator-center,valid calculation after route render,firefox,390x844,light,reduced,anonymous static preview,deterministic/local or unavailable; never live,BLOCKED_BY_HARNESS_DEFECT,fixed-nav-overlap:16,0,0,0,0,Old five-route matrix only; final complete route/action/state matrix still required.
